n_components,n_neighbors,weights,metric,accuracy,precision,recall,f1,mcc
220,7,uniform,cosine,0.7811857229280096,0.39032967032967025,0.5999999999999999,0.45681818181818185,0.3557711837182098
150,7,distance,cosine,0.833212341197822,0.5169541569541569,0.6222222222222222,0.5380856180856181,0.46119024828240673
180,7,distance,cosine,0.8540834845735027,0.5632085561497326,0.6222222222222222,0.567888953152111,0.498991170658645
200,7,distance,cosine,0.847126436781609,0.547070707070707,0.6222222222222222,0.5570147591200223,0.4860880714857324
220,7,distance,cosine,0.8436176648517847,0.5397979797979798,0.6222222222222222,0.5528042328042327,0.4800190054887118
150,9,uniform,cosine,0.7672716273442226,0.37142857142857144,0.6444444444444444,0.4649034443817053,0.35791595218851924
180,9,uniform,cosine,0.7674531155474893,0.37794057794057795,0.6444444444444444,0.46720622372796283,0.3623397768314844
200,9,uniform,cosine,0.7534785238959468,0.3515669515669516,0.6222222222222222,0.4408369408369408,0.3289856174007488
220,9,uniform,cosine,0.7534785238959467,0.353947903947904,0.6222222222222222,0.4425181002572307,0.33024487301735195
150,9,distance,cosine,0.8435571687840291,0.5389661319073084,0.6222222222222222,0.5535531135531135,0.4795276047126828
180,9,distance,cosine,0.8436781609195403,0.5266347687400319,0.6222222222222222,0.5514786967418547,0.47583781329724567
200,9,distance,cosine,0.8366606170598911,0.5327272727272727,0.6222222222222222,0.5452320456313198,0.4717467072309288
220,9,distance,cosine,0.836660617059891,0.5357575757575758,0.6222222222222222,0.5471368075360815,0.4733068929281711
150,11,uniform,cosine,0.7604960677555959,0.3789034494916848,0.6444444444444444,0.46522774522774524,0.35847626445264597
180,11,uniform,cosine,0.7535390199637023,0.3732376818583715,0.6444444444444444,0.46063476874003195,0.35117120948489233
200,11,uniform,cosine,0.7431336963097398,0.35936651583710405,0.6444444444444444,0.45029970029970023,0.3373616356932375
220,11,uniform,cosine,0.736237144585602,0.3421503986209869,0.6222222222222222,0.43133677916286606,0.31358391058535995
150,11,distance,cosine,0.8436176648517847,0.5502245123297754,0.6444444444444444,0.5657963089542036,0.49560780845171115
180,11,distance,cosine,0.833272837265578,0.5345454545454545,0.6222222222222222,0.5438273102110114,0.470705200213337
200,11,distance,cosine,0.8228675136116153,0.4986561264822134,0.6222222222222222,0.5291729323308271,0.4480330258810802
220,11,distance,cosine,0.8228675136116153,0.4986561264822134,0.6222222222222222,0.5291729323308271,0.4480330258810802
