svm__C,svm__kernel,threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std
100.0,linear,0.7000000000000001,0.8796045197740113,0.03609767180929247,0.8666666666666666,0.29814239699997197,0.2444444444444444,0.18257418583505539,0.36164502164502166,0.217088150830858,0.40579931421584065,0.21911180034478606
100.0,linear,0.8,0.8729378531073447,0.03638994848484063,0.8,0.4472135954999579,0.2,0.16480441082434807,0.3085314685314685,0.22759761608950546,0.35033341397330076,0.26625122685095887
100.0,linear,0.9,0.8696045197740112,0.02715878032692405,0.8,0.4472135954999579,0.15555555555555553,0.14907119849998596,0.24545454545454545,0.23088045634909626,0.2749965015134535,0.2799354097201946
100.0,poly,0.1,0.14717514124293785,0.007815726176416347,0.1450698780850431,0.012493912960379166,0.9555555555555555,0.09938079899999068,0.25188715802526546,0.022291820607167244,-0.06639089850766768,0.14845456215043426
100.0,poly,0.2,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,poly,0.30000000000000004,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,poly,0.4,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,poly,0.5,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,poly,0.6,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,poly,0.7000000000000001,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,poly,0.8,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,poly,0.9,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,rbf,0.1,0.8463276836158192,0.06018341527445474,0.513280751643923,0.13368277137596687,0.8,0.24088314876309777,0.6097494172494173,0.13237682569802187,0.5553035915434834,0.1633231843996445
100.0,rbf,0.2,0.8863841807909605,0.0738338321699079,0.6295726495726496,0.2515752112810651,0.6666666666666666,0.3042903097250923,0.628080808080808,0.25133294280285884,0.5760983783596203,0.28843470191103765
100.0,rbf,0.30000000000000004,0.8996610169491526,0.06124193455095786,0.7254545454545455,0.2772652756077674,0.6,0.3103164454170876,0.6196638655462186,0.2569337865952238,0.5892869022528455,0.2759627693609124
100.0,rbf,0.4,0.8996045197740112,0.05543298585996271,0.76,0.2509980079602227,0.5555555555555556,0.31426968052735443,0.5919725011830275,0.26270022690814954,0.5745571907144191,0.2570740395673347
100.0,rbf,0.5,0.8996045197740112,0.039306973218158694,0.8044444444444444,0.19838856996147233,0.48888888888888893,0.2788866755113585,0.5617832459937724,0.21984526936735216,0.5564843204418379,0.20142967985617344
100.0,rbf,0.6,0.906271186440678,0.03285433393710237,0.8933333333333333,0.15347819244295116,0.4666666666666666,0.27666443551086073,0.563399407609934,0.21281338524430132,0.5795409889284912,0.17430090419585645
100.0,rbf,0.7000000000000001,0.9029378531073446,0.036415815106911026,0.8800000000000001,0.17888543819998315,0.4444444444444445,0.2832788618662658,0.542447026657553,0.2214936520128121,0.5590733093722965,0.19352059735074617
100.0,rbf,0.8,0.9129378531073445,0.04506043763652203,0.95,0.1118033988749895,0.4444444444444445,0.2832788618662658,0.5688546747370277,0.2527447264372582,0.5968165891218076,0.22249209350562832
100.0,rbf,0.9,0.8996045197740112,0.0291649395529736,1.0,0.0,0.3333333333333333,0.19245008972987526,0.4781818181818182,0.18934423590228852,0.533041631862791,0.15243417329315737
100.0,sigmoid,0.1,0.17384180790960452,0.021717083483387398,0.1541563874619336,0.0029966846221919567,1.0,0.0,0.2671232306266852,0.004501676047232553,0.0504778350356377,0.04668578997593029
100.0,sigmoid,0.2,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,sigmoid,0.30000000000000004,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,sigmoid,0.4,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,sigmoid,0.5,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,sigmoid,0.6,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,sigmoid,0.7000000000000001,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,sigmoid,0.8,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,sigmoid,0.9,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
