rf__n_estimators,rf__max_depth,rf__min_samples_split,rf__min_samples_leaf,rf__criterion,threshold,accuracy,precision,recall,f1,mcc
200,10,10,2,gini,0.5,0.9272232304900182,1.0,0.5333333333333333,0.6837912087912088,0.695378685464722
200,10,10,5,entropy,0.5,0.9131881427707199,0.96,0.4666666666666666,0.6230769230769231,0.6317664517981927
200,10,10,5,gini,0.5,0.9062310949788264,0.95,0.4222222222222222,0.5813186813186814,0.5954522888946391
200,20,5,2,entropy,0.5,0.9478523895946763,0.9464285714285714,0.711111111111111,0.8097058823529413,0.7923824600170304
200,20,5,2,gini,0.5,0.9479128856624319,0.9714285714285713,0.6888888888888889,0.7980769230769231,0.7891131143740217
200,20,5,5,entropy,0.5,0.9131881427707199,0.96,0.4666666666666666,0.6230769230769231,0.6317664517981927
200,20,5,5,gini,0.5,0.9062310949788264,0.95,0.4222222222222222,0.5813186813186814,0.5954522888946391
200,20,10,2,entropy,0.5,0.9375075620084694,0.9428571428571428,0.6444444444444445,0.7628571428571429,0.7474352680464306
200,20,10,2,gini,0.5,0.9341197822141561,1.0,0.5777777777777777,0.7207142857142858,0.7268868909895414
200,20,10,5,entropy,0.5,0.9131881427707199,0.96,0.4666666666666666,0.6230769230769231,0.6317664517981927
200,20,10,5,gini,0.5,0.9062310949788264,0.95,0.4222222222222222,0.5813186813186814,0.5954522888946391
200,30,5,2,entropy,0.5,0.9478523895946763,0.9464285714285714,0.711111111111111,0.8097058823529413,0.7923824600170304
200,30,5,2,gini,0.5,0.9479128856624319,0.9714285714285713,0.6888888888888889,0.7980769230769231,0.7891131143740217
200,30,5,5,entropy,0.5,0.9131881427707199,0.96,0.4666666666666666,0.6230769230769231,0.6317664517981927
200,30,5,5,gini,0.5,0.9062310949788264,0.95,0.4222222222222222,0.5813186813186814,0.5954522888946391
200,30,10,2,entropy,0.5,0.9375075620084694,0.9428571428571428,0.6444444444444445,0.7628571428571429,0.7474352680464306
200,30,10,2,gini,0.5,0.9341197822141561,1.0,0.5777777777777777,0.7207142857142858,0.7268868909895414
200,30,10,5,entropy,0.5,0.9131881427707199,0.96,0.4666666666666666,0.6230769230769231,0.6317664517981927
200,30,10,5,gini,0.5,0.9062310949788264,0.95,0.4222222222222222,0.5813186813186814,0.5954522888946391
