n_estimators,max_depth,learning_rate,accuracy,precision,recall,f1,mcc
150,7,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
200,7,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
300,7,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
100,10,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
150,10,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
200,10,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
300,10,0.3,0.9698989898989899,1.0,0.8000000000000002,0.884802043422733,0.877607114412529
100,3,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
150,3,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
200,3,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
300,3,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
100,5,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
150,5,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
200,5,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
300,5,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
100,7,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
150,7,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
200,7,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
300,7,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
100,10,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
150,10,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
200,10,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
300,10,0.5,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306
