C,kernel,threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std
0.01,rbf,0.8,0.8594915254237288,0.009865998667833114,0.9,0.22360679774997896,0.08888888888888888,0.04969039949999532,0.15636363636363637,0.08776377008107032,0.22235052571636205,0.13607654588995774
0.01,rbf,0.9,0.8594915254237288,0.009865998667833087,1.0,0.0,0.06666666666666667,0.06085806194501846,0.12000000000000002,0.10954451150103323,0.18594695799189798,0.1697455723193801
0.01,sigmoid,0.1,0.41847457627118645,0.1549705516409416,0.18021759769525408,0.022843259538741223,0.7777777777777778,0.17568209223157663,0.2891226836724547,0.025842060291510115,0.10703361808004978,0.06868665988225013
0.01,sigmoid,0.2,0.8290960451977402,0.05773779114594901,0.4799267399267399,0.1313498157133801,0.4888888888888888,0.1266861583443487,0.4667350193665983,0.08675491396673726,0.37828978070563013,0.11169157083670668
0.01,sigmoid,0.30000000000000004,0.8291525423728814,0.05608301587641987,0.35,0.3082207001484488,0.17777777777777776,0.16850834320114555,0.22352384457647614,0.21081027412490339,0.16213291706269553,0.23188988486327408
0.01,sigmoid,0.4,0.8292655367231638,0.031261373173799394,0.5833333333333333,0.3996526269427267,0.06666666666666667,0.06085806194501846,0.0937995337995338,0.08733914552715212,0.05401669678149361,0.07797182154803131
0.01,sigmoid,0.5,0.8326553672316385,0.0218050918820157,0.5066666666666666,0.4657133119086128,0.04444444444444444,0.06085806194501846,0.06190476190476191,0.08518354199999198,0.020652858756010174,0.06392583288421999
0.01,sigmoid,0.6,0.8394350282485876,0.009713160895901855,0.4666666666666667,0.5055250296034367,0.02222222222222222,0.049690399499995326,0.03333333333333333,0.07453559924999298,0.001478284117697605,0.07063657736198446
0.01,sigmoid,0.7000000000000001,0.8461016949152542,0.00871687516652459,0.7,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.03636363636363636,0.08131156281817417,0.02526184743384095,0.09088885681664974
0.01,sigmoid,0.8,0.8461016949152542,0.00871687516652459,0.7,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.03636363636363636,0.08131156281817417,0.02526184743384095,0.09088885681664974
0.01,sigmoid,0.9,0.8461016949152542,0.00871687516652459,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011141720290623113,0.024913643956121993
0.1,linear,0.1,0.26073446327683614,0.11728795189561396,0.16101063344537864,0.025518104260951666,0.9111111111111111,0.09296222517045283,0.27306999070737753,0.038658603228817846,0.030999029671178253,0.15608105145008025
0.1,linear,0.2,0.8661581920903956,0.012703072917228563,0.67,0.19379255804998177,0.3111111111111111,0.27666443551086073,0.36207792207792205,0.19798028178435537,0.3619307691129072,0.15541424786931962
0.1,linear,0.30000000000000004,0.8594350282485875,0.033088008468061675,0.7,0.4472135954999579,0.11111111111111112,0.19245008972987526,0.15944055944055946,0.26676282355219005,0.15250364948991132,0.2849162293884815
0.1,linear,0.4,0.8561016949152542,0.019891298650657273,0.8,0.4472135954999579,0.06666666666666667,0.09938079899999065,0.11272727272727275,0.1648440284602638,0.13924926351370798,0.22226063412185665
0.1,linear,0.5,0.8494350282485875,0.01280723795088322,0.8,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.05084059904000955,0.14682030978566962
0.1,linear,0.6,0.8494350282485875,0.01280723795088322,0.8,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.05084059904000955,0.14682030978566962
0.1,linear,0.7000000000000001,0.8494350282485875,0.01280723795088322,0.8,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.05084059904000955,0.14682030978566962
0.1,linear,0.8,0.8461016949152542,0.00871687516652459,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011141720290623113,0.024913643956121993
0.1,linear,0.9,0.8461016949152542,0.00871687516652459,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011141720290623113,0.024913643956121993
0.1,poly,0.1,0.1705084745762712,0.017584150149874887,0.1536128456735058,0.002393649931311094,1.0,0.0,0.2663101604278075,0.003587274830213552,0.052088946043490826,0.03425899500391376
0.1,poly,0.2,0.8627683615819208,0.022719838665308016,0.5833333333333333,0.3726779962499649,0.17777777777777776,0.12668615834434868,0.2680652680652681,0.18036295287158338,0.26987915304302146,0.2117409454099385
0.1,poly,0.30000000000000004,0.8661016949152543,0.021571824478947194,0.8,0.4472135954999579,0.13333333333333333,0.09296222517045283,0.2254545454545455,0.15026148008286827,0.2896402473180391,0.204047223164739
0.1,poly,0.4,0.8661581920903954,0.017327924008066136,1.0,0.0,0.11111111111111112,0.1111111111111111,0.18545454545454546,0.18199990918170472,0.23879964827802955,0.2245681607845986
0.1,poly,0.5,0.8661581920903954,0.017327924008066136,1.0,0.0,0.11111111111111112,0.1111111111111111,0.18545454545454546,0.18199990918170472,0.23879964827802955,0.2245681607845986
0.1,poly,0.6,0.8661581920903954,0.017327924008066136,1.0,0.0,0.11111111111111112,0.1111111111111111,0.18545454545454546,0.18199990918170472,0.23879964827802955,0.2245681607845986
0.1,poly,0.7000000000000001,0.8661581920903954,0.017327924008066136,1.0,0.0,0.11111111111111112,0.1111111111111111,0.18545454545454546,0.18199990918170472,0.23879964827802955,0.2245681607845986
0.1,poly,0.8,0.8594915254237288,0.01536967203952552,1.0,0.0,0.06666666666666667,0.09938079899999065,0.11272727272727275,0.1648440284602638,0.15039098380433108,0.21116359566845017
0.1,poly,0.9,0.8594915254237288,0.01536967203952552,1.0,0.0,0.06666666666666667,0.09938079899999065,0.11272727272727275,0.1648440284602638,0.15039098380433108,0.21116359566845017
0.1,rbf,0.1,0.6952542372881356,0.08925087485968629,0.33002331002331003,0.07398892951749544,0.9111111111111111,0.09296222517045283,0.482004995375407,0.08769860829633232,0.4163983946187752,0.12330815689776761
0.1,rbf,0.2,0.8790960451977401,0.08645475495583516,0.6091053391053391,0.2930096439389522,0.6,0.2897423291201177,0.5997144822841418,0.280053673720967,0.531901270085599,0.3333808568961436
0.1,rbf,0.30000000000000004,0.8859887005649718,0.052007176438430336,0.6566666666666666,0.2644701201354218,0.4666666666666667,0.21372648957412607,0.5430812324929972,0.23309079098167237,0.4914751508461846,0.26207872858112347
0.1,rbf,0.4,0.8692655367231639,0.05212855692479722,0.6,0.34641016151377546,0.3333333333333333,0.19245008972987526,0.42857142857142855,0.24743582965269673,0.3824292155420249,0.2872101699263345
0.1,rbf,0.5,0.8659887005649718,0.042213258665073326,0.5866666666666667,0.33466401061363027,0.26666666666666666,0.18592445034090566,0.36190476190476184,0.23473823893078546,0.33268635897288557,0.26416136347622104
0.1,rbf,0.6,0.8761581920903956,0.023134196269987792,0.96,0.08944271909999157,0.2,0.18257418583505536,0.29428571428571426,0.23638432904997778,0.34296046095521016,0.22554067951162923
0.1,rbf,0.7000000000000001,0.8694915254237288,0.01487147959120323,0.95,0.11180339887498948,0.15555555555555553,0.12668615834434865,0.24503496503496508,0.17680390690644746,0.3021910457627781,0.18205509187036
0.1,rbf,0.8,0.8594915254237288,0.009865998667833114,0.9,0.22360679774997896,0.08888888888888888,0.04969039949999532,0.15636363636363637,0.08776377008107032,0.22235052571636205,0.13607654588995774
0.1,rbf,0.9,0.862824858757062,0.008590543642372103,1.0,0.0,0.08888888888888888,0.04969039949999532,0.16,0.08944271909999159,0.24792927732253064,0.1385966794263939
0.1,sigmoid,0.1,0.41163841807909607,0.1476008839372788,0.17775710907177736,0.024885065046786052,0.7777777777777778,0.17568209223157663,0.28636372675068555,0.03147859772469451,0.10105046809026383,0.07832682693862954
0.1,sigmoid,0.2,0.8290960451977402,0.056522240202634744,0.47333333333333333,0.12337837015547833,0.4888888888888888,0.1266861583443487,0.46604747162022697,0.09189064312033063,0.3756457513855565,0.11548710743360749
0.1,sigmoid,0.30000000000000004,0.8358757062146893,0.050578778533547836,0.45444444444444443,0.234138821331109,0.2,0.14487116456005888,0.2622266622266622,0.1745591288891775,0.21399328970406972,0.1942330131061393
0.1,sigmoid,0.4,0.8326553672316385,0.024786103382178418,0.5900000000000001,0.39115214431215894,0.06666666666666667,0.06085806194501846,0.0957042957042957,0.08851284154990396,0.059406045843455914,0.07533344506858407
0.1,sigmoid,0.5,0.836045197740113,0.015081412695947479,0.4666666666666667,0.5055250296034367,0.02222222222222222,0.049690399499995326,0.03333333333333333,0.07453559924999298,-0.0032743838764598076,0.07603907566885544
0.1,sigmoid,0.6,0.8394350282485876,0.009713160895901855,0.4666666666666667,0.5055250296034367,0.02222222222222222,0.049690399499995326,0.03333333333333333,0.07453559924999298,0.001478284117697605,0.07063657736198446
0.1,sigmoid,0.7000000000000001,0.8461016949152542,0.00871687516652459,0.7,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.03636363636363636,0.08131156281817417,0.02526184743384095,0.09088885681664974
0.1,sigmoid,0.8,0.8461016949152542,0.00871687516652459,0.7,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.03636363636363636,0.08131156281817417,0.02526184743384095,0.09088885681664974
0.1,sigmoid,0.9,0.8461016949152542,0.00871687516652459,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011141720290623113,0.024913643956121993
1.0,linear,0.1,0.26073446327683614,0.11728795189561396,0.16101063344537864,0.025518104260951666,0.9111111111111111,0.09296222517045283,0.27306999070737753,0.038658603228817846,0.030999029671178253,0.15608105145008025
1.0,linear,0.2,0.8661581920903956,0.012703072917228563,0.67,0.19379255804998177,0.3111111111111111,0.27666443551086073,0.36207792207792205,0.19798028178435537,0.3619307691129072,0.15541424786931962
1.0,linear,0.30000000000000004,0.8594350282485875,0.033088008468061675,0.7,0.4472135954999579,0.11111111111111112,0.19245008972987526,0.15944055944055946,0.26676282355219005,0.15250364948991132,0.2849162293884815
1.0,linear,0.4,0.8561016949152542,0.019891298650657273,0.8,0.4472135954999579,0.06666666666666667,0.09938079899999065,0.11272727272727275,0.1648440284602638,0.13924926351370798,0.22226063412185665
1.0,linear,0.5,0.8494350282485875,0.01280723795088322,0.8,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.05084059904000955,0.14682030978566962
1.0,linear,0.6,0.8494350282485875,0.01280723795088322,0.8,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.05084059904000955,0.14682030978566962
1.0,linear,0.7000000000000001,0.8494350282485875,0.01280723795088322,0.8,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.05084059904000955,0.14682030978566962
1.0,linear,0.8,0.8461016949152542,0.00871687516652459,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011141720290623113,0.024913643956121993
1.0,linear,0.9,0.8461016949152542,0.00871687516652459,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011141720290623113,0.024913643956121993
1.0,poly,0.1,0.1705084745762712,0.017584150149874887,0.1536128456735058,0.002393649931311094,1.0,0.0,0.2663101604278075,0.003587274830213552,0.052088946043490826,0.03425899500391376
1.0,poly,0.2,0.872768361581921,0.02640041722074862,0.8,0.4472135954999579,0.17777777777777776,0.12668615834434868,0.28545454545454546,0.191729837475841,0.3368816642419565,0.23492157161490126
1.0,poly,0.30000000000000004,0.8661016949152543,0.021571824478947194,0.8,0.4472135954999579,0.13333333333333333,0.09296222517045283,0.2254545454545455,0.15026148008286827,0.2896402473180391,0.204047223164739
1.0,poly,0.4,0.8627683615819208,0.019424267813452727,0.8,0.4472135954999579,0.11111111111111112,0.07856742013183862,0.19272727272727272,0.12894998710179742,0.2632139021749733,0.18723885070672006
1.0,poly,0.5,0.8594350282485876,0.016170435091523924,0.8,0.4472135954999579,0.08888888888888888,0.04969039949999532,0.16,0.08944271909999159,0.23678755703190751,0.1635103233825159
1.0,poly,0.6,0.8594915254237288,0.009865998667833114,1.0,0.0,0.06666666666666667,0.06085806194501846,0.12000000000000002,0.10954451150103323,0.18594695799189798,0.16974557231938012
1.0,poly,0.7000000000000001,0.8594915254237288,0.009865998667833114,1.0,0.0,0.06666666666666667,0.06085806194501846,0.12000000000000002,0.10954451150103323,0.18594695799189798,0.16974557231938012
1.0,poly,0.8,0.8594915254237288,0.009865998667833114,1.0,0.0,0.06666666666666667,0.06085806194501846,0.12000000000000002,0.10954451150103323,0.18594695799189798,0.16974557231938012
1.0,poly,0.9,0.8594915254237288,0.009865998667833114,1.0,0.0,0.06666666666666667,0.06085806194501846,0.12000000000000002,0.10954451150103323,0.18594695799189798,0.16974557231938012
1.0,rbf,0.1,0.712090395480226,0.06896602093172338,0.3394942094942095,0.0637966040546541,0.9111111111111111,0.09296222517045283,0.4929775063479179,0.07631756048329624,0.43101802288676705,0.10745227031962433
1.0,rbf,0.2,0.8858757062146893,0.071812832380034,0.6414285714285715,0.2254698435769724,0.6444444444444444,0.19876159799998128,0.6374922600619195,0.19854467681009758,0.5736828355180033,0.24332177609185696
1.0,rbf,0.30000000000000004,0.8859887005649718,0.052007176438430336,0.6566666666666666,0.2644701201354218,0.4666666666666667,0.21372648957412607,0.5430812324929972,0.23309079098167237,0.4914751508461846,0.26207872858112347
1.0,rbf,0.4,0.8692655367231639,0.05212855692479722,0.6,0.34641016151377546,0.3333333333333333,0.19245008972987526,0.42857142857142855,0.24743582965269673,0.3824292155420249,0.2872101699263345
1.0,rbf,0.5,0.8625988700564973,0.04926832262894802,0.5866666666666667,0.33466401061363027,0.26666666666666666,0.18592445034090566,0.36190476190476184,0.23473823893078546,0.3294428669522307,0.27079097569304683
1.0,rbf,0.6,0.8761581920903956,0.023134196269987792,0.96,0.08944271909999157,0.2,0.18257418583505536,0.29428571428571426,0.23638432904997778,0.34296046095521016,0.22554067951162923
1.0,rbf,0.7000000000000001,0.8694915254237288,0.01487147959120323,0.95,0.11180339887498948,0.15555555555555553,0.12668615834434865,0.24503496503496508,0.17680390690644746,0.3021910457627781,0.18205509187036
1.0,rbf,0.8,0.8594915254237288,0.009865998667833114,0.9,0.22360679774997896,0.08888888888888888,0.04969039949999532,0.15636363636363637,0.08776377008107032,0.22235052571636205,0.13607654588995774
1.0,rbf,0.9,0.862824858757062,0.008590543642372103,1.0,0.0,0.08888888888888888,0.04969039949999532,0.16,0.08944271909999159,0.24792927732253064,0.1385966794263939
1.0,sigmoid,0.1,0.3313559322033898,0.09942519693308662,0.1710976910361009,0.01686633954306536,0.888888888888889,0.13608276348795434,0.2860402819065433,0.02581952185671582,0.11559767050825558,0.06442138787555861
1.0,sigmoid,0.2,0.8290960451977402,0.06346729055866242,0.47064102564102567,0.1752102615885938,0.4666666666666666,0.16480441082434807,0.4534046345811052,0.14346539284025842,0.36388505993314346,0.17103083164358424
1.0,sigmoid,0.30000000000000004,0.81909604519774,0.052492838566810036,0.5722222222222222,0.41462462571211756,0.06666666666666667,0.06085806194501846,0.08935508935508936,0.0853676011976873,0.04159541371798868,0.09009989694505276
1.0,sigmoid,0.4,0.8326553672316385,0.0218050918820157,0.4666666666666667,0.5055250296034367,0.02222222222222222,0.049690399499995326,0.03333333333333333,0.07453559924999298,-0.007019605712918597,0.08102787392387963
1.0,sigmoid,0.5,0.836045197740113,0.015081412695947479,0.4666666666666667,0.5055250296034367,0.02222222222222222,0.049690399499995326,0.03333333333333333,0.07453559924999298,-0.0032743838764598076,0.07603907566885544
1.0,sigmoid,0.6,0.8393785310734463,0.01613709064250876,0.6666666666666667,0.4714045207910317,0.02222222222222222,0.049690399499995326,0.03333333333333333,0.07453559924999298,0.007663672476004779,0.0705278061561682
1.0,sigmoid,0.7000000000000001,0.8427118644067797,0.016296766615676413,0.7,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.03636363636363636,0.08131156281817417,0.02050917943968354,0.09662188008414496
1.0,sigmoid,0.8,0.8461016949152542,0.00871687516652459,0.7,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.03636363636363636,0.08131156281817417,0.02526184743384095,0.09088885681664974
1.0,sigmoid,0.9,0.8528248587570622,0.007815726176416373,1.0,0.0,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.06198231933063266,0.1385966794263939
10.0,linear,0.1,0.26073446327683614,0.11728795189561396,0.16101063344537864,0.025518104260951666,0.9111111111111111,0.09296222517045283,0.27306999070737753,0.038658603228817846,0.030999029671178253,0.15608105145008025
10.0,linear,0.2,0.8661581920903956,0.012703072917228563,0.67,0.19379255804998177,0.3111111111111111,0.27666443551086073,0.36207792207792205,0.19798028178435537,0.3619307691129072,0.15541424786931962
10.0,linear,0.30000000000000004,0.8594350282485875,0.033088008468061675,0.7,0.4472135954999579,0.11111111111111112,0.19245008972987526,0.15944055944055946,0.26676282355219005,0.15250364948991132,0.2849162293884815
10.0,linear,0.4,0.8561016949152542,0.019891298650657273,0.8,0.4472135954999579,0.06666666666666667,0.09938079899999065,0.11272727272727275,0.1648440284602638,0.13924926351370798,0.22226063412185665
10.0,linear,0.5,0.8494350282485875,0.01280723795088322,0.8,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.05084059904000955,0.14682030978566962
10.0,linear,0.6,0.8494350282485875,0.01280723795088322,0.8,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.05084059904000955,0.14682030978566962
10.0,linear,0.7000000000000001,0.8494350282485875,0.01280723795088322,0.8,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.05084059904000955,0.14682030978566962
10.0,linear,0.8,0.8461016949152542,0.00871687516652459,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011141720290623113,0.024913643956121993
10.0,linear,0.9,0.8461016949152542,0.00871687516652459,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011141720290623113,0.024913643956121993
10.0,poly,0.1,0.18056497175141242,0.021330396056049798,0.1552287718126409,0.003336566111059729,1.0,0.0,0.268729654892956,0.0049880932106745315,0.0710737976772762,0.02509139916171549
10.0,poly,0.2,0.8761016949152542,0.026489434258927438,0.8,0.4472135954999579,0.2,0.12171612389003691,0.3181818181818182,0.18741389207353004,0.3633080093850222,0.2385332316712584
10.0,poly,0.30000000000000004,0.8661016949152543,0.021571824478947194,0.8,0.4472135954999579,0.13333333333333333,0.09296222517045283,0.2254545454545455,0.15026148008286827,0.2896402473180391,0.204047223164739
10.0,poly,0.4,0.8594350282485875,0.020009294338833576,0.8,0.4472135954999579,0.08888888888888888,0.09296222517045283,0.15272727272727274,0.15459892123259142,0.20123158284434065,0.2168671211459157
10.0,poly,0.5,0.8594350282485875,0.020009294338833576,0.8,0.4472135954999579,0.08888888888888888,0.09296222517045283,0.15272727272727274,0.15459892123259142,0.20123158284434065,0.2168671211459157
10.0,poly,0.6,0.8561016949152542,0.01602419648908335,0.8,0.4472135954999579,0.06666666666666667,0.06085806194501846,0.12000000000000002,0.10954451150103323,0.17480523770127487,0.18604749787164904
10.0,poly,0.7000000000000001,0.8561016949152542,0.01602419648908335,0.8,0.4472135954999579,0.06666666666666667,0.06085806194501846,0.12000000000000002,0.10954451150103323,0.17480523770127487,0.18604749787164904
10.0,poly,0.8,0.8561016949152542,0.01602419648908335,0.8,0.4472135954999579,0.06666666666666667,0.06085806194501846,0.12000000000000002,0.10954451150103323,0.17480523770127487,0.18604749787164904
10.0,poly,0.9,0.8561016949152542,0.01602419648908335,0.8,0.4472135954999579,0.06666666666666667,0.06085806194501846,0.12000000000000002,0.10954451150103323,0.17480523770127487,0.18604749787164904
10.0,rbf,0.1,0.8090395480225989,0.06263515183858427,0.4424373768646214,0.09117943515059565,0.9111111111111111,0.14487116456005888,0.5939206199806868,0.1081899585807934,0.5444148550665913,0.1463552373886987
10.0,rbf,0.2,0.8925988700564972,0.06777583250351067,0.6173593073593074,0.17882760058938746,0.8,0.21372648957412604,0.6944666012858233,0.18692746202667995,0.640482981482425,0.2296601075829736
10.0,rbf,0.30000000000000004,0.9126553672316383,0.0654042958756441,0.7036507936507936,0.21072556990082553,0.7333333333333333,0.25579698740491863,0.7120718462823726,0.2163058963397453,0.6651748716781654,0.2575462837691445
10.0,rbf,0.4,0.919322033898305,0.07157062726671029,0.7652236652236653,0.27739221005978065,0.6666666666666666,0.30429030972509225,0.7011111111111111,0.2689256173262804,0.6646389735936749,0.31146488699328717
10.0,rbf,0.5,0.9295480225988701,0.042365159371706866,0.888888888888889,0.13608276348795434,0.6,0.2897423291201177,0.6881562881562882,0.23046960023551946,0.6846950929080297,0.22176151531255875
10.0,rbf,0.6,0.9195480225988699,0.033000952245616035,0.9464285714285715,0.07362688617174394,0.5111111111111111,0.2557969874049187,0.6206399482870071,0.24679610586360168,0.6359103821240035,0.1910647654371329
10.0,rbf,0.7000000000000001,0.9062146892655367,0.023371331968218115,0.9666666666666668,0.07453559924999294,0.4,0.16850834320114558,0.5425641025641026,0.19278232027646325,0.5712049265497804,0.14630368882691808
10.0,rbf,0.8,0.8828248587570622,0.021455355508501125,0.95,0.1118033988749895,0.2444444444444444,0.14487116456005886,0.365034965034965,0.21153990636968295,0.3966738796106129,0.2273891847488479
10.0,rbf,0.9,0.8728248587570622,0.0159115043646082,1.0,0.0,0.15555555555555553,0.09938079899999064,0.2581818181818182,0.16078320705043014,0.32720831275172796,0.19165443813193705
10.0,sigmoid,0.1,0.2745762711864407,0.09771255448981543,0.1512432300262852,0.011484343062852178,0.8222222222222222,0.09938079899999064,0.2548548666355247,0.016612736897377856,-0.016664103581284943,0.08069862822851588
10.0,sigmoid,0.2,0.835819209039548,0.05368101327100947,0.5071428571428571,0.17899948694488096,0.28888888888888886,0.12668615834434865,0.3410936889197759,0.11251687521314369,0.2857560554634823,0.12057946786754316
10.0,sigmoid,0.30000000000000004,0.8292655367231638,0.02895487115879908,0.4666666666666667,0.5055250296034367,0.02222222222222222,0.049690399499995326,0.03333333333333333,0.07453559924999298,-0.010263097733573498,0.08577563145341494
10.0,sigmoid,0.4,0.8393785310734463,0.01613709064250876,0.6666666666666667,0.4714045207910317,0.02222222222222222,0.049690399499995326,0.03333333333333333,0.07453559924999298,0.007663672476004779,0.0705278061561682
10.0,sigmoid,0.5,0.8427683615819209,0.00995256713205763,0.6666666666666667,0.4714045207910317,0.02222222222222222,0.049690399499995326,0.03333333333333333,0.07453559924999298,0.012416340470162192,0.06365370451263704
10.0,sigmoid,0.6,0.8427683615819209,0.00995256713205763,0.6666666666666667,0.4714045207910317,0.02222222222222222,0.049690399499995326,0.03333333333333333,0.07453559924999298,0.012416340470162192,0.06365370451263704
10.0,sigmoid,0.7000000000000001,0.8394350282485876,0.015272013078784554,0.6,0.5477225575051661,0.0,0.0,0.0,0.0,-0.026743249315393423,0.037458757500430984
10.0,sigmoid,0.8,0.8461016949152542,0.00871687516652459,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011141720290623113,0.024913643956121993
10.0,sigmoid,0.9,0.8494915254237287,0.0011369837173727689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
