C,kernel,fold,threshold,accuracy,precision,recall,f1
0.01,linear,4,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,linear,4,0.8,0.5,1.0,0.0,0.0
0.01,linear,4,0.9,0.5,1.0,0.0,0.0
0.01,linear,5,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,linear,5,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,linear,5,0.30000000000000004,0.6111111111111112,0.5625,1.0,0.72
0.01,linear,5,0.4,0.6666666666666666,0.6363636363636364,0.7777777777777778,0.7
0.01,linear,5,0.5,0.5,0.5,0.3333333333333333,0.4
0.01,linear,5,0.6,0.5555555555555556,0.6,0.3333333333333333,0.42857142857142855
0.01,linear,5,0.7000000000000001,0.5555555555555556,0.6666666666666666,0.2222222222222222,0.3333333333333333
0.01,linear,5,0.8,0.5,1.0,0.0,0.0
0.01,linear,5,0.9,0.5,1.0,0.0,0.0
0.01,rbf,1,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,1,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,1,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,1,0.4,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,1,0.5,0.5,1.0,0.0,0.0
0.01,rbf,1,0.6,0.5,1.0,0.0,0.0
0.01,rbf,1,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,rbf,1,0.8,0.5,1.0,0.0,0.0
0.01,rbf,1,0.9,0.5,1.0,0.0,0.0
0.01,rbf,2,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,2,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,2,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,2,0.4,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,2,0.5,0.5,1.0,0.0,0.0
0.01,rbf,2,0.6,0.5,1.0,0.0,0.0
0.01,rbf,2,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,rbf,2,0.8,0.5,1.0,0.0,0.0
0.01,rbf,2,0.9,0.5,1.0,0.0,0.0
0.01,rbf,3,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,3,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,3,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,3,0.4,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,3,0.5,0.5,1.0,0.0,0.0
0.01,rbf,3,0.6,0.5,1.0,0.0,0.0
0.01,rbf,3,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,rbf,3,0.8,0.5,1.0,0.0,0.0
0.01,rbf,3,0.9,0.5,1.0,0.0,0.0
0.01,rbf,4,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,4,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,4,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,4,0.4,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,4,0.5,0.5,1.0,0.0,0.0
0.01,rbf,4,0.6,0.5,1.0,0.0,0.0
0.01,rbf,4,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,rbf,4,0.8,0.5,1.0,0.0,0.0
0.01,rbf,4,0.9,0.5,1.0,0.0,0.0
0.01,rbf,5,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,5,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,5,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,5,0.4,0.5,0.5,1.0,0.6666666666666666
0.01,rbf,5,0.5,0.5,1.0,0.0,0.0
0.01,rbf,5,0.6,0.5,1.0,0.0,0.0
0.01,rbf,5,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,rbf,5,0.8,0.5,1.0,0.0,0.0
0.01,rbf,5,0.9,0.5,1.0,0.0,0.0
0.01,poly,1,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,poly,1,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,poly,1,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.01,poly,1,0.4,0.5,0.5,1.0,0.6666666666666666
0.01,poly,1,0.5,0.5,0.5,1.0,0.6666666666666666
0.01,poly,1,0.6,0.5,1.0,0.0,0.0
0.01,poly,1,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,poly,1,0.8,0.5,1.0,0.0,0.0
0.01,poly,1,0.9,0.5,1.0,0.0,0.0
0.01,poly,2,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,poly,2,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,poly,2,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.01,poly,2,0.4,0.5,0.5,1.0,0.6666666666666666
0.01,poly,2,0.5,0.5,0.5,1.0,0.6666666666666666
0.01,poly,2,0.6,0.5,1.0,0.0,0.0
0.01,poly,2,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,poly,2,0.8,0.5,1.0,0.0,0.0
0.01,poly,2,0.9,0.5,1.0,0.0,0.0
0.01,poly,3,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,poly,3,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,poly,3,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.01,poly,3,0.4,0.5,0.5,1.0,0.6666666666666666
0.01,poly,3,0.5,0.5,0.5,1.0,0.6666666666666666
0.01,poly,3,0.6,0.5,1.0,0.0,0.0
0.01,poly,3,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,poly,3,0.8,0.5,1.0,0.0,0.0
0.01,poly,3,0.9,0.5,1.0,0.0,0.0
0.01,poly,4,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,poly,4,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,poly,4,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.01,poly,4,0.4,0.5,0.5,1.0,0.6666666666666666
0.01,poly,4,0.5,0.5,0.5,1.0,0.6666666666666666
0.01,poly,4,0.6,0.5,1.0,0.0,0.0
0.01,poly,4,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,poly,4,0.8,0.5,1.0,0.0,0.0
0.01,poly,4,0.9,0.5,1.0,0.0,0.0
0.01,poly,5,0.1,0.4444444444444444,0.47058823529411764,0.8888888888888888,0.6153846153846154
0.01,poly,5,0.2,0.4444444444444444,0.47058823529411764,0.8888888888888888,0.6153846153846154
0.01,poly,5,0.30000000000000004,0.4444444444444444,0.47058823529411764,0.8888888888888888,0.6153846153846154
0.01,poly,5,0.4,0.4444444444444444,0.47058823529411764,0.8888888888888888,0.6153846153846154
0.01,poly,5,0.5,0.5,0.5,0.8888888888888888,0.64
0.01,poly,5,0.6,0.5,1.0,0.0,0.0
0.01,poly,5,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,poly,5,0.8,0.5,1.0,0.0,0.0
0.01,poly,5,0.9,0.5,1.0,0.0,0.0
0.01,sigmoid,1,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,1,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,1,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,1,0.4,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,1,0.5,0.5,1.0,0.0,0.0
0.01,sigmoid,1,0.6,0.5,1.0,0.0,0.0
0.01,sigmoid,1,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,sigmoid,1,0.8,0.5,1.0,0.0,0.0
0.01,sigmoid,1,0.9,0.5,1.0,0.0,0.0
0.01,sigmoid,2,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,2,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,2,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,2,0.4,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,2,0.5,0.5,1.0,0.0,0.0
0.01,sigmoid,2,0.6,0.5,1.0,0.0,0.0
0.01,sigmoid,2,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,sigmoid,2,0.8,0.5,1.0,0.0,0.0
0.01,sigmoid,2,0.9,0.5,1.0,0.0,0.0
0.01,sigmoid,3,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,3,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,3,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,3,0.4,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,3,0.5,0.5,1.0,0.0,0.0
0.01,sigmoid,3,0.6,0.5,1.0,0.0,0.0
0.01,sigmoid,3,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,sigmoid,3,0.8,0.5,1.0,0.0,0.0
0.01,sigmoid,3,0.9,0.5,1.0,0.0,0.0
0.01,sigmoid,4,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,4,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,4,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,4,0.4,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,4,0.5,0.5,1.0,0.0,0.0
0.01,sigmoid,4,0.6,0.5,1.0,0.0,0.0
0.01,sigmoid,4,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,sigmoid,4,0.8,0.5,1.0,0.0,0.0
0.01,sigmoid,4,0.9,0.5,1.0,0.0,0.0
0.01,sigmoid,5,0.1,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,5,0.2,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,5,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,5,0.4,0.5,0.5,1.0,0.6666666666666666
0.01,sigmoid,5,0.5,0.5,1.0,0.0,0.0
0.01,sigmoid,5,0.6,0.5,1.0,0.0,0.0
0.01,sigmoid,5,0.7000000000000001,0.5,1.0,0.0,0.0
0.01,sigmoid,5,0.8,0.5,1.0,0.0,0.0
0.01,sigmoid,5,0.9,0.5,1.0,0.0,0.0
0.1,linear,1,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,linear,1,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,linear,1,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,linear,1,0.4,0.5,0.5,0.7777777777777778,0.6086956521739131
0.1,linear,1,0.5,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.1,linear,1,0.6,0.6666666666666666,1.0,0.3333333333333333,0.5
0.1,linear,1,0.7000000000000001,0.6666666666666666,1.0,0.3333333333333333,0.5
0.1,linear,1,0.8,0.5555555555555556,1.0,0.1111111111111111,0.2
0.1,linear,1,0.9,0.5,1.0,0.0,0.0
0.1,linear,2,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,linear,2,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,linear,2,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,linear,2,0.4,0.7777777777777778,0.6923076923076923,1.0,0.8181818181818182
0.1,linear,2,0.5,0.7222222222222222,0.8333333333333334,0.5555555555555556,0.6666666666666666
0.1,linear,2,0.6,0.5555555555555556,0.6666666666666666,0.2222222222222222,0.3333333333333333
0.1,linear,2,0.7000000000000001,0.4444444444444444,0.0,0.0,0.0
0.1,linear,2,0.8,0.4444444444444444,0.0,0.0,0.0
0.1,linear,2,0.9,0.4444444444444444,0.0,0.0,0.0
0.1,linear,3,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,linear,3,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,linear,3,0.30000000000000004,0.5555555555555556,0.5294117647058824,1.0,0.6923076923076923
0.1,linear,3,0.4,0.7777777777777778,0.6923076923076923,1.0,0.8181818181818182
0.1,linear,3,0.5,1.0,1.0,1.0,1.0
0.1,linear,3,0.6,0.8333333333333334,1.0,0.6666666666666666,0.8
0.1,linear,3,0.7000000000000001,0.7777777777777778,1.0,0.5555555555555556,0.7142857142857143
0.1,linear,3,0.8,0.7222222222222222,1.0,0.4444444444444444,0.6153846153846154
0.1,linear,3,0.9,0.6111111111111112,1.0,0.2222222222222222,0.36363636363636365
0.1,linear,4,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,linear,4,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,linear,4,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,linear,4,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,linear,4,0.5,0.7777777777777778,0.8571428571428571,0.6666666666666666,0.75
0.1,linear,4,0.6,0.5555555555555556,1.0,0.1111111111111111,0.2
0.1,linear,4,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,linear,4,0.8,0.5,1.0,0.0,0.0
0.1,linear,4,0.9,0.5,1.0,0.0,0.0
0.1,linear,5,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,linear,5,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,linear,5,0.30000000000000004,0.6111111111111112,0.5625,1.0,0.72
0.1,linear,5,0.4,0.6666666666666666,0.6363636363636364,0.7777777777777778,0.7
0.1,linear,5,0.5,0.5,0.5,0.3333333333333333,0.4
0.1,linear,5,0.6,0.5555555555555556,0.6,0.3333333333333333,0.42857142857142855
0.1,linear,5,0.7000000000000001,0.5555555555555556,0.6666666666666666,0.2222222222222222,0.3333333333333333
0.1,linear,5,0.8,0.5,1.0,0.0,0.0
0.1,linear,5,0.9,0.5,1.0,0.0,0.0
0.1,rbf,1,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,1,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,1,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,1,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,1,0.5,0.3333333333333333,0.2,0.1111111111111111,0.14285714285714285
0.1,rbf,1,0.6,0.5,1.0,0.0,0.0
0.1,rbf,1,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,rbf,1,0.8,0.5,1.0,0.0,0.0
0.1,rbf,1,0.9,0.5,1.0,0.0,0.0
0.1,rbf,2,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,2,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,2,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,2,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,2,0.5,0.3333333333333333,0.38461538461538464,0.5555555555555556,0.45454545454545453
0.1,rbf,2,0.6,0.5,1.0,0.0,0.0
0.1,rbf,2,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,rbf,2,0.8,0.5,1.0,0.0,0.0
0.1,rbf,2,0.9,0.5,1.0,0.0,0.0
0.1,rbf,3,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,3,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,3,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,3,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,3,0.5,0.5,1.0,0.0,0.0
0.1,rbf,3,0.6,0.5,1.0,0.0,0.0
0.1,rbf,3,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,rbf,3,0.8,0.5,1.0,0.0,0.0
0.1,rbf,3,0.9,0.5,1.0,0.0,0.0
0.1,rbf,4,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,4,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,4,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,4,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,4,0.5,0.16666666666666666,0.2,0.2222222222222222,0.21052631578947367
0.1,rbf,4,0.6,0.5,1.0,0.0,0.0
0.1,rbf,4,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,rbf,4,0.8,0.5,1.0,0.0,0.0
0.1,rbf,4,0.9,0.5,1.0,0.0,0.0
0.1,rbf,5,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,5,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,5,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,5,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,rbf,5,0.5,0.6666666666666666,0.6363636363636364,0.7777777777777778,0.7
0.1,rbf,5,0.6,0.5,1.0,0.0,0.0
0.1,rbf,5,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,rbf,5,0.8,0.5,1.0,0.0,0.0
0.1,rbf,5,0.9,0.5,1.0,0.0,0.0
0.1,poly,1,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,poly,1,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,poly,1,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,poly,1,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,poly,1,0.5,0.4444444444444444,0.47058823529411764,0.8888888888888888,0.6153846153846154
0.1,poly,1,0.6,0.5,1.0,0.0,0.0
0.1,poly,1,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,poly,1,0.8,0.5,1.0,0.0,0.0
0.1,poly,1,0.9,0.5,1.0,0.0,0.0
0.1,poly,2,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,poly,2,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,poly,2,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,poly,2,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,poly,2,0.5,0.5555555555555556,0.5294117647058824,1.0,0.6923076923076923
0.1,poly,2,0.6,0.5,1.0,0.0,0.0
0.1,poly,2,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,poly,2,0.8,0.5,1.0,0.0,0.0
0.1,poly,2,0.9,0.5,1.0,0.0,0.0
0.1,poly,3,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,poly,3,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,poly,3,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,poly,3,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,poly,3,0.5,0.5,0.5,1.0,0.6666666666666666
0.1,poly,3,0.6,0.5,1.0,0.0,0.0
0.1,poly,3,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,poly,3,0.8,0.5,1.0,0.0,0.0
0.1,poly,3,0.9,0.5,1.0,0.0,0.0
0.1,poly,4,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,poly,4,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,poly,4,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,poly,4,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,poly,4,0.5,0.5,0.5,1.0,0.6666666666666666
0.1,poly,4,0.6,0.5,1.0,0.0,0.0
0.1,poly,4,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,poly,4,0.8,0.5,1.0,0.0,0.0
0.1,poly,4,0.9,0.5,1.0,0.0,0.0
0.1,poly,5,0.1,0.4444444444444444,0.47058823529411764,0.8888888888888888,0.6153846153846154
0.1,poly,5,0.2,0.4444444444444444,0.47058823529411764,0.8888888888888888,0.6153846153846154
0.1,poly,5,0.30000000000000004,0.4444444444444444,0.47058823529411764,0.8888888888888888,0.6153846153846154
0.1,poly,5,0.4,0.4444444444444444,0.47058823529411764,0.8888888888888888,0.6153846153846154
0.1,poly,5,0.5,0.5,0.5,0.8888888888888888,0.64
0.1,poly,5,0.6,0.5,1.0,0.0,0.0
0.1,poly,5,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,poly,5,0.8,0.5,1.0,0.0,0.0
0.1,poly,5,0.9,0.5,1.0,0.0,0.0
0.1,sigmoid,1,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,1,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,1,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,1,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,1,0.5,0.5,1.0,0.0,0.0
0.1,sigmoid,1,0.6,0.5,1.0,0.0,0.0
0.1,sigmoid,1,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,sigmoid,1,0.8,0.5,1.0,0.0,0.0
0.1,sigmoid,1,0.9,0.5,1.0,0.0,0.0
0.1,sigmoid,2,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,2,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,2,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,2,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,2,0.5,0.3333333333333333,0.2857142857142857,0.2222222222222222,0.25
0.1,sigmoid,2,0.6,0.5,1.0,0.0,0.0
0.1,sigmoid,2,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,sigmoid,2,0.8,0.5,1.0,0.0,0.0
0.1,sigmoid,2,0.9,0.5,1.0,0.0,0.0
0.1,sigmoid,3,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,3,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,3,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,3,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,3,0.5,0.5,1.0,0.0,0.0
0.1,sigmoid,3,0.6,0.5,1.0,0.0,0.0
0.1,sigmoid,3,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,sigmoid,3,0.8,0.5,1.0,0.0,0.0
0.1,sigmoid,3,0.9,0.5,1.0,0.0,0.0
0.1,sigmoid,4,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,4,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,4,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,4,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,4,0.5,0.4444444444444444,0.0,0.0,0.0
0.1,sigmoid,4,0.6,0.5,1.0,0.0,0.0
0.1,sigmoid,4,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,sigmoid,4,0.8,0.5,1.0,0.0,0.0
0.1,sigmoid,4,0.9,0.5,1.0,0.0,0.0
0.1,sigmoid,5,0.1,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,5,0.2,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,5,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,5,0.4,0.5,0.5,1.0,0.6666666666666666
0.1,sigmoid,5,0.5,0.5555555555555556,0.5454545454545454,0.6666666666666666,0.6
0.1,sigmoid,5,0.6,0.5,1.0,0.0,0.0
0.1,sigmoid,5,0.7000000000000001,0.5,1.0,0.0,0.0
0.1,sigmoid,5,0.8,0.5,1.0,0.0,0.0
0.1,sigmoid,5,0.9,0.5,1.0,0.0,0.0
1.0,linear,1,0.1,0.5,0.5,1.0,0.6666666666666666
1.0,linear,1,0.2,0.5,0.5,1.0,0.6666666666666666
1.0,linear,1,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
1.0,linear,1,0.4,0.5,0.5,0.7777777777777778,0.6086956521739131
1.0,linear,1,0.5,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.5333333333333333
1.0,linear,1,0.6,0.6666666666666666,1.0,0.3333333333333333,0.5
1.0,linear,1,0.7000000000000001,0.6666666666666666,1.0,0.3333333333333333,0.5
1.0,linear,1,0.8,0.5555555555555556,1.0,0.1111111111111111,0.2
1.0,linear,1,0.9,0.5,1.0,0.0,0.0
1.0,linear,2,0.1,0.5,0.5,1.0,0.6666666666666666
1.0,linear,2,0.2,0.5,0.5,1.0,0.6666666666666666
1.0,linear,2,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666
1.0,linear,2,0.4,0.7777777777777778,0.6923076923076923,1.0,0.8181818181818182
1.0,linear,2,0.5,0.7222222222222222,0.8333333333333334,0.5555555555555556,0.6666666666666666
1.0,linear,2,0.6,0.5555555555555556,0.6666666666666666,0.2222222222222222,0.3333333333333333
1.0,linear,2,0.7000000000000001,0.4444444444444444,0.0,0.0,0.0
1.0,linear,2,0.8,0.4444444444444444,0.0,0.0,0.0
1.0,linear,2,0.9,0.4444444444444444,0.0,0.0,0.0
1.0,linear,3,0.1,0.5,0.5,1.0,0.6666666666666666
1.0,linear,3,0.2,0.5,0.5,1.0,0.6666666666666666
1.0,linear,3,0.30000000000000004,0.5555555555555556,0.5294117647058824,1.0,0.6923076923076923
1.0,linear,3,0.4,0.7777777777777778,0.6923076923076923,1.0,0.8181818181818182
1.0,linear,3,0.5,1.0,1.0,1.0,1.0
1.0,linear,3,0.6,0.8333333333333334,1.0,0.6666666666666666,0.8
1.0,linear,3,0.7000000000000001,0.7777777777777778,1.0,0.5555555555555556,0.7142857142857143
1.0,linear,3,0.8,0.7222222222222222,1.0,0.4444444444444444,0.6153846153846154
1.0,linear,3,0.9,0.6111111111111112,1.0,0.2222222222222222,0.36363636363636365
1.0,linear,4,0.1,0.5,0.5,1.0,0.6666666666666666
