pca__n_components,max_depth,learning_rate,n_estimators,fold,threshold,accuracy,precision,recall,f1,mcc
150,3,0.1,100,2,0.9,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
150,3,0.1,100,3,0.1,0.7758620689655172,0.4090909090909091,1.0,0.5806451612903226,0.5482304134858554
150,3,0.1,100,3,0.2,0.9482758620689655,0.75,1.0,0.8571428571428571,0.8390957231764807
150,3,0.1,100,3,0.30000000000000004,0.9310344827586207,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7369614512471655
150,3,0.1,100,3,0.4,0.9137931034482759,0.75,0.6666666666666666,0.7058823529411765,0.6571428571428571
150,3,0.1,100,3,0.5,0.9310344827586207,0.8571428571428571,0.6666666666666666,0.75,0.7182761683195928
150,3,0.1,100,3,0.6,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
150,3,0.1,100,3,0.7000000000000001,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
150,3,0.1,100,3,0.8,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
150,3,0.1,100,3,0.9,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
150,3,0.1,100,4,0.1,0.8421052631578947,0.5,0.8888888888888888,0.64,0.586085262533831
150,3,0.1,100,4,0.2,0.9122807017543859,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.7205107927499322
150,3,0.1,100,4,0.30000000000000004,0.9473684210526315,0.875,0.7777777777777778,0.8235294117647058,0.7946261367957334
150,3,0.1,100,4,0.4,0.9473684210526315,0.875,0.7777777777777778,0.8235294117647058,0.7946261367957334
150,3,0.1,100,4,0.5,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
150,3,0.1,100,4,0.6,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
150,3,0.1,100,4,0.7000000000000001,0.9122807017543859,1.0,0.4444444444444444,0.6153846153846154,0.6344412685745152
150,3,0.1,100,4,0.8,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
150,3,0.1,100,4,0.9,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
150,3,0.1,100,5,0.1,0.8771929824561403,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6024960939374433
150,3,0.1,100,5,0.2,0.9122807017543859,0.7,0.7777777777777778,0.7368421052631579,0.6857529381625583
150,3,0.1,100,5,0.30000000000000004,0.9473684210526315,0.875,0.7777777777777778,0.8235294117647058,0.7946261367957334
150,3,0.1,100,5,0.4,0.9122807017543859,1.0,0.4444444444444444,0.6153846153846154,0.6344412685745152
150,3,0.1,100,5,0.5,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
150,3,0.1,100,5,0.6,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
150,3,0.1,100,5,0.7000000000000001,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
150,3,0.1,100,5,0.8,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
150,3,0.1,100,5,0.9,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
150,3,0.1,150,1,0.1,0.8448275862068966,0.5,0.8888888888888888,0.64,0.5878222855698739
150,3,0.1,150,1,0.2,0.8793103448275862,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6039867765859692
150,3,0.1,150,1,0.30000000000000004,0.8793103448275862,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6039867765859692
