pca_n_components,n_neighbors,metric,weights,accuracy,precision,recall,f1,mcc,preparationTime
191,15,cosine,distance,0.882881356,1,0.222222222,0.352727273,0.430736902,0.235021458
167,7,euclidean,distance,0.882824859,1,0.222222222,0.335804196,0.386856522,0.235021763
167,15,cosine,distance,0.879548023,1,0.2,0.325454545,0.409921831,0.235021446
215,15,cosine,distance,0.879548023,1,0.2,0.325454545,0.409921831,0.235021471
167,3,euclidean,uniform,0.866158192,0.633333333,0.222222222,0.324009324,0.318562458,0.23502156
191,3,euclidean,uniform,0.866158192,0.633333333,0.222222222,0.324009324,0.318562458,0.235021575
215,3,euclidean,uniform,0.866158192,0.633333333,0.222222222,0.324009324,0.318562458,0.235021589
167,11,cosine,distance,0.876214689,0.933333333,0.2,0.319393939,0.387904065,0.235021367
191,11,cosine,distance,0.876214689,0.933333333,0.2,0.319393939,0.387904065,0.23502138
215,11,cosine,distance,0.876214689,0.933333333,0.2,0.319393939,0.387904065,0.235021393
167,5,euclidean,uniform,0.872881356,0.733333333,0.2,0.312121212,0.341295769,0.235021644
191,5,euclidean,uniform,0.872881356,0.733333333,0.2,0.312121212,0.341295769,0.235021658
215,5,euclidean,uniform,0.872881356,0.733333333,0.2,0.312121212,0.341295769,0.235021671
167,5,cosine,uniform,0.862881356,0.633333333,0.222222222,0.30974359,0.305161756,0.235021053
191,5,cosine,uniform,0.862881356,0.633333333,0.222222222,0.30974359,0.305161756,0.235021078
215,5,cosine,uniform,0.862881356,0.633333333,0.222222222,0.30974359,0.305161756,0.235021096
167,7,cosine,uniform,0.869548023,0.633333333,0.2,0.298834499,0.307308738,0.235021156
191,7,cosine,uniform,0.872881356,0.833333333,0.2,0.298834499,0.318246794,0.235021171
215,7,cosine,uniform,0.872881356,0.833333333,0.2,0.298834499,0.318246794,0.235021185
167,20,cosine,distance,0.872824859,1,0.155555556,0.252727273,0.321597039,0.23502152
191,20,cosine,distance,0.872824859,1,0.155555556,0.252727273,0.321597039,0.235021534
215,20,cosine,distance,0.872824859,1,0.155555556,0.252727273,0.321597039,0.235021546
167,9,euclidean,distance,0.872824859,1,0.155555556,0.252727273,0.321597039,0.235021848
191,9,euclidean,distance,0.872824859,1,0.155555556,0.252727273,0.321597039,0.235021863
215,9,euclidean,distance,0.872824859,1,0.155555556,0.252727273,0.321597039,0.235021876
167,11,euclidean,distance,0.872824859,1,0.155555556,0.252727273,0.321597039,0.235021927
191,11,euclidean,distance,0.872824859,1,0.155555556,0.252727273,0.321597039,0.23502194
215,11,euclidean,distance,0.872824859,1,0.155555556,0.252727273,0.321597039,0.235021953
167,15,euclidean,distance,0.872824859,1,0.155555556,0.252727273,0.321597039,0.235022004
191,15,euclidean,distance,0.872824859,1,0.155555556,0.252727273,0.321597039,0.235022017
215,15,euclidean,distance,0.872824859,1,0.155555556,0.252727273,0.321597039,0.235022029
167,20,euclidean,distance,0.869491525,1,0.133333333,0.225454545,0.300781968,0.235022072
191,20,euclidean,distance,0.869491525,1,0.133333333,0.225454545,0.300781968,0.235022085
215,20,euclidean,distance,0.869491525,1,0.133333333,0.225454545,0.300781968,0.235022097
215,9,cosine,uniform,0.866214689,0.9,0.133333333,0.221818182,0.275119343,0.235021271
191,7,euclidean,uniform,0.862824859,0.7,0.133333333,0.209090909,0.222898229,0.235021737
215,7,euclidean,uniform,0.862824859,0.7,0.133333333,0.209090909,0.222898229,0.23502175
167,9,cosine,uniform,0.862881356,0.8,0.111111111,0.185454545,0.227777719,0.235021242
191,9,cosine,uniform,0.862881356,0.8,0.111111111,0.185454545,0.227777719,0.235021258
167,7,euclidean,uniform,0.859435028,0.6,0.111111111,0.172727273,0.175552624,0.235021724
167,15,euclidean,uniform,0.859491525,1,0.066666667,0.112727273,0.150390984,0.235021966
191,15,euclidean,uniform,0.859491525,1,0.066666667,0.112727273,0.150390984,0.235021979
215,15,euclidean,uniform,0.859491525,1,0.066666667,0.112727273,0.150390984,0.235021992
167,11,cosine,uniform,0.856158192,1,0.044444444,0.08,0.123964639,0.235021327
191,11,cosine,uniform,0.856158192,1,0.044444444,0.08,0.123964639,0.235021342
215,11,cosine,uniform,0.856158192,1,0.044444444,0.08,0.123964639,0.235021355
191,15,cosine,uniform,0.856158192,1,0.044444444,0.08,0.123964639,0.235021419
167,9,euclidean,uniform,0.849435028,0.6,0.044444444,0.072727273,0.066328888,0.235021801
191,9,euclidean,uniform,0.849435028,0.6,0.044444444,0.072727273,0.066328888,0.235021813
215,9,euclidean,uniform,0.849435028,0.6,0.044444444,0.072727273,0.066328888,0.235021826
167,11,euclidean,uniform,0.852824859,0.8,0.044444444,0.072727273,0.077470608,0.23502189
191,11,euclidean,uniform,0.852824859,0.8,0.044444444,0.072727273,0.077470608,0.235021902
215,11,euclidean,uniform,0.852824859,0.8,0.044444444,0.072727273,0.077470608,0.235021915
167,15,cosine,uniform,0.852824859,1,0.022222222,0.04,0.061982319,0.235021406
215,15,cosine,uniform,0.852824859,1,0.022222222,0.04,0.061982319,0.235021433
167,20,cosine,uniform,0.852824859,1,0.022222222,0.04,0.061982319,0.235021484
191,20,cosine,uniform,0.852824859,1,0.022222222,0.04,0.061982319,0.235021496
215,20,cosine,uniform,0.852824859,1,0.022222222,0.04,0.061982319,0.235021508
167,20,euclidean,uniform,0.849491525,1,0,0,0,0.235022042
191,20,euclidean,uniform,0.849491525,1,0,0,0,0.235022053
215,20,euclidean,uniform,0.849491525,1,0,0,0,0.235022062
