pca__n_components,knn__n_neighbors,knn__weights,knn__metric,threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std
0.8,3,distance,euclidean,0.30000000000000004,0.6666666666666666,0.13608276348795434,0.6414918414918415,0.10742102482401487,0.7555555555555555,0.18257418583505533,0.6903030303030303,0.12817859441465143,0.3485365290902521,0.290306469075589
0.8,3,distance,euclidean,0.4,0.7,0.16005400323208815,0.7067460317460317,0.1588318126874851,0.6888888888888889,0.21372648957412604,0.6911998132586368,0.16623358621227358,0.411182277640849,0.32934574107838455
0.8,3,distance,euclidean,0.5,0.7,0.11520245196293177,0.7335497835497835,0.14149869001204932,0.6444444444444445,0.16480441082434802,0.6786274509803921,0.1264827475534955,0.41164477617747386,0.23680992525750424
0.8,3,distance,euclidean,0.6,0.711111111111111,0.12044157438154884,0.7835497835497836,0.18595202696234067,0.6222222222222222,0.1685083432011455,0.6803081232492997,0.12699025600356847,0.4462367916666907,0.25522141612889215
0.8,3,distance,euclidean,0.7000000000000001,0.6888888888888889,0.06334307917217431,0.8414285714285714,0.09641534300798259,0.4666666666666666,0.12171612389003693,0.593956043956044,0.10411326772028959,0.4231590031141428,0.12592016236338355
0.8,3,distance,euclidean,0.8,0.6888888888888889,0.08425417160057277,0.8647619047619047,0.1414854783699344,0.4444444444444445,0.15713484026367724,0.577106227106227,0.15188826998507007,0.4320046504430997,0.17581777979298116
0.8,3,distance,euclidean,0.9,0.6888888888888889,0.08425417160057277,0.8647619047619047,0.1414854783699344,0.4444444444444445,0.15713484026367724,0.577106227106227,0.15188826998507007,0.4320046504430997,0.17581777979298116
0.8,3,uniform,cosine,0.1,0.5888888888888889,0.07453559924999298,0.5566515837104072,0.04901770503326278,0.888888888888889,0.11111111111111109,0.6829279416235938,0.059648487141953484,0.23717763177862494,0.18124812976782237
0.8,3,uniform,cosine,0.2,0.5888888888888889,0.07453559924999298,0.5566515837104072,0.04901770503326278,0.888888888888889,0.11111111111111109,0.6829279416235938,0.059648487141953484,0.23717763177862494,0.18124812976782237
0.8,3,uniform,cosine,0.30000000000000004,0.5888888888888889,0.07453559924999298,0.5566515837104072,0.04901770503326278,0.888888888888889,0.11111111111111109,0.6829279416235938,0.059648487141953484,0.23717763177862494,0.18124812976782237
0.8,3,uniform,cosine,0.4,0.6777777777777778,0.1638653467083625,0.7178571428571429,0.19900902451078617,0.6888888888888889,0.09296222517045283,0.6917081706824606,0.12084952660423923,0.3620852315692633,0.3330998629344563
0.8,3,uniform,cosine,0.5,0.6777777777777778,0.1638653467083625,0.7178571428571429,0.19900902451078617,0.6888888888888889,0.09296222517045283,0.6917081706824606,0.12084952660423923,0.3620852315692633,0.3330998629344563
0.8,3,uniform,cosine,0.6,0.6777777777777778,0.1638653467083625,0.7178571428571429,0.19900902451078617,0.6888888888888889,0.09296222517045283,0.6917081706824606,0.12084952660423923,0.3620852315692633,0.3330998629344563
0.8,3,uniform,cosine,0.7000000000000001,0.6444444444444445,0.1009216784699164,0.86,0.21908902300206642,0.3555555555555555,0.14487116456005888,0.49140859140859144,0.16296367424856278,0.35860897256137986,0.2264260072679818
0.8,3,uniform,cosine,0.8,0.6444444444444445,0.1009216784699164,0.86,0.21908902300206642,0.3555555555555555,0.14487116456005888,0.49140859140859144,0.16296367424856278,0.35860897256137986,0.2264260072679818
0.8,3,uniform,cosine,0.9,0.6444444444444445,0.1009216784699164,0.86,0.21908902300206642,0.3555555555555555,0.14487116456005888,0.49140859140859144,0.16296367424856278,0.35860897256137986,0.2264260072679818
0.8,3,uniform,euclidean,0.1,0.6222222222222222,0.08240220541217409,0.5885714285714286,0.052876444352347896,0.8222222222222222,0.16850834320114555,0.6808924485125858,0.07936949791403855,0.285789934964953,0.21055572366829972
0.8,3,uniform,euclidean,0.2,0.6222222222222222,0.08240220541217409,0.5885714285714286,0.052876444352347896,0.8222222222222222,0.16850834320114555,0.6808924485125858,0.07936949791403855,0.285789934964953,0.21055572366829972
0.8,3,uniform,euclidean,0.30000000000000004,0.6222222222222222,0.08240220541217409,0.5885714285714286,0.052876444352347896,0.8222222222222222,0.16850834320114555,0.6808924485125858,0.07936949791403855,0.285789934964953,0.21055572366829972
0.8,3,uniform,euclidean,0.4,0.7222222222222222,0.1521451548625461,0.76,0.1781852968120546,0.6666666666666666,0.23570226039551584,0.6960084033613445,0.17637615020098482,0.4648297231343193,0.3140429179584915
0.8,3,uniform,euclidean,0.5,0.7222222222222222,0.1521451548625461,0.76,0.1781852968120546,0.6666666666666666,0.23570226039551584,0.6960084033613445,0.17637615020098482,0.4648297231343193,0.3140429179584915
0.8,3,uniform,euclidean,0.6,0.7222222222222222,0.1521451548625461,0.76,0.1781852968120546,0.6666666666666666,0.23570226039551584,0.6960084033613445,0.17637615020098482,0.4648297231343193,0.3140429179584915
0.8,3,uniform,euclidean,0.7000000000000001,0.6444444444444445,0.06334307917217429,0.85,0.14907119849998599,0.3555555555555555,0.1217161238900369,0.49230769230769234,0.11909973499993419,0.35643283044067153,0.14199577704396102
0.8,3,uniform,euclidean,0.8,0.6444444444444445,0.06334307917217429,0.85,0.14907119849998599,0.3555555555555555,0.1217161238900369,0.49230769230769234,0.11909973499993419,0.35643283044067153,0.14199577704396102
0.8,3,uniform,euclidean,0.9,0.6444444444444445,0.06334307917217429,0.85,0.14907119849998599,0.3555555555555555,0.1217161238900369,0.49230769230769234,0.11909973499993419,0.35643283044067153,0.14199577704396102
0.8,5,distance,cosine,0.1,0.6222222222222222,0.07243558228002941,0.5908473879062115,0.059990344934769714,0.8444444444444444,0.09938079899999061,0.6914485514485514,0.04660051681700711,0.28311177403820054,0.130487218207368
0.8,5,distance,cosine,0.2,0.6222222222222222,0.12668615834434868,0.6104545454545455,0.10756028484544404,0.7555555555555555,0.14487116456005886,0.6673011941618753,0.09827670493292334,0.24812465510962536,0.2582857440457042
0.8,5,distance,cosine,0.30000000000000004,0.6444444444444445,0.13379549531991441,0.6521212121212121,0.14752939350088895,0.7555555555555555,0.14487116456005886,0.6829874686716793,0.08824955094113114,0.2976841997178359,0.27559850012713466
0.8,5,distance,cosine,0.4,0.6555555555555556,0.17302679447108263,0.6881313131313131,0.19621147121039456,0.711111111111111,0.14907119849998593,0.6815947712418301,0.12681309787428494,0.31676397862737726,0.3507684848082313
0.8,5,distance,cosine,0.5,0.6555555555555556,0.17302679447108263,0.6861111111111111,0.19924626489365888,0.6888888888888889,0.18257418583505536,0.6704836601307189,0.14745556939041743,0.3173338716970826,0.349894964922299
0.8,5,distance,cosine,0.6,0.6333333333333333,0.20260647254233857,0.6933333333333334,0.26597566722457067,0.6222222222222222,0.18592445034090568,0.6359943977591037,0.17963543065702764,0.27310593308919445,0.4283407969698336
0.8,5,distance,cosine,0.7000000000000001,0.6222222222222222,0.1979836631245051,0.6983516483516483,0.2533020666400785,0.5555555555555556,0.13608276348795434,0.6049427043544691,0.16417001120474603,0.2530171893953129,0.42651604808750443
0.8,5,distance,cosine,0.8,0.6222222222222222,0.1979836631245051,0.7269230769230769,0.28210955109065,0.5111111111111111,0.16850834320114558,0.5793383087500735,0.18828157503660056,0.2630913475248834,0.4363504961553306
0.8,5,distance,cosine,0.9,0.6333333333333333,0.12789849370245931,0.8,0.2738612787525831,0.4,0.18592445034090568,0.5075608601924391,0.200548207407382,0.3203819504541698,0.29879202610075617
0.8,5,distance,euclidean,0.1,0.5666666666666667,0.024845199749997656,0.5375980392156863,0.014058033860831813,0.9555555555555555,0.060858061945018485,0.6875897435897436,0.022195118250681555,0.2273534075331823,0.08462216565892683
0.8,5,distance,euclidean,0.2,0.6333333333333334,0.030429030972509152,0.5942857142857143,0.012777531299998816,0.8444444444444444,0.16850834320114558,0.6917620137299771,0.059250448076752116,0.32178040568245964,0.11588294096061973
0.8,5,distance,euclidean,0.30000000000000004,0.7222222222222222,0.0878410461157883,0.6960805860805861,0.08678145816688572,0.8222222222222222,0.14907119849998596,0.7456976549721199,0.07887345306739517,0.467760447388339,0.1754678649000808
0.8,5,distance,euclidean,0.4,0.711111111111111,0.1204415743815489,0.7352813852813853,0.16693981664626745,0.711111111111111,0.16850834320114552,0.7097619047619047,0.11286442612624788,0.440677840308996,0.2598059113474113
0.8,5,distance,euclidean,0.5,0.7,0.08425417160057275,0.7830952380952381,0.16850264267829498,0.6,0.06085806194501846,0.6701533244876898,0.06429203386163145,0.4217189343070443,0.18859920052030024
0.8,5,distance,euclidean,0.6,0.711111111111111,0.0724355822800294,0.805952380952381,0.14332759836652095,0.5777777777777777,0.04969039949999535,0.6688375350140057,0.0653376731004334,0.4453739206328313,0.16325317952244514
0.8,5,distance,euclidean,0.7000000000000001,0.6666666666666666,0.10393492741038723,0.7742857142857142,0.18527420384998255,0.4666666666666666,0.1648044108243481,0.5739010989010989,0.1629540093941709,0.36366225985391554,0.22609902118539885
0.8,5,distance,euclidean,0.8,0.6777777777777778,0.082402205412174,0.8247619047619047,0.12039240451855608,0.4444444444444445,0.15713484026367724,0.5683150183150183,0.1503834766862537,0.39952099443165506,0.166920478504449
0.8,5,distance,euclidean,0.9,0.6333333333333334,0.08425417160057277,0.9333333333333332,0.14907119849998604,0.28888888888888886,0.14907119849998596,0.42554778554778555,0.18390512285606025,0.36284103635585807,0.17263127956977617
0.8,5,uniform,cosine,0.1,0.5111111111111111,0.04648111258522643,0.5050980392156863,0.026034903966195573,0.9111111111111111,0.1217161238900369,0.6486622073578595,0.04999801141695159,0.067200010314536,0.17123819237715554
0.8,5,uniform,cosine,0.2,0.5111111111111111,0.04648111258522643,0.5050980392156863,0.026034903966195573,0.9111111111111111,0.1217161238900369,0.6486622073578595,0.04999801141695159,0.067200010314536,0.17123819237715554
0.8,5,uniform,cosine,0.30000000000000004,0.5888888888888888,0.13379549531991441,0.5795804195804195,0.10615528958421121,0.7555555555555555,0.0929622251704528,0.6514718614718614,0.08755543693046369,0.17470273008281686,0.28949009841933276
0.8,5,uniform,cosine,0.4,0.5888888888888888,0.13379549531991441,0.5795804195804195,0.10615528958421121,0.7555555555555555,0.0929622251704528,0.6514718614718614,0.08755543693046369,0.17470273008281686,0.28949009841933276
0.8,5,uniform,cosine,0.5,0.6777777777777778,0.09128709291752769,0.7288888888888889,0.11982497524038145,0.5777777777777777,0.16480441082434805,0.6342522974101922,0.1274879531466119,0.36920122589536125,0.18501574873812357
0.8,5,uniform,cosine,0.6,0.6777777777777778,0.09128709291752769,0.7288888888888889,0.11982497524038145,0.5777777777777777,0.16480441082434805,0.6342522974101922,0.1274879531466119,0.36920122589536125,0.18501574873812357
0.8,5,uniform,cosine,0.7000000000000001,0.6777777777777778,0.08240220541217405,0.7914285714285715,0.1595202558239567,0.5111111111111111,0.16850834320114558,0.6023809523809524,0.13299276232160895,0.3891578133023442,0.17042172332332106
0.8,5,uniform,cosine,0.8,0.6777777777777778,0.08240220541217405,0.7914285714285715,0.1595202558239567,0.5111111111111111,0.16850834320114558,0.6023809523809524,0.13299276232160895,0.3891578133023442,0.17042172332332106
0.8,5,uniform,cosine,0.9,0.5888888888888889,0.06334307917217433,0.9,0.22360679774997896,0.2,0.09296222517045283,0.32181818181818184,0.1319904830027748,0.2793712003445677,0.1721788252819883
0.8,5,uniform,euclidean,0.1,0.5666666666666667,0.024845199749997656,0.5375980392156863,0.014058033860831813,0.9555555555555555,0.060858061945018485,0.6875897435897436,0.022195118250681555,0.2273534075331823,0.08462216565892683
0.8,5,uniform,euclidean,0.2,0.5666666666666667,0.024845199749997656,0.5375980392156863,0.014058033860831813,0.9555555555555555,0.060858061945018485,0.6875897435897436,0.022195118250681555,0.2273534075331823,0.08462216565892683
0.8,5,uniform,euclidean,0.30000000000000004,0.711111111111111,0.10686324478706298,0.6731601731601732,0.08997666532825337,0.8444444444444444,0.16850834320114558,0.7423188405797101,0.10013853038566568,0.45323488552428104,0.21715167996568363
0.8,5,uniform,euclidean,0.4,0.711111111111111,0.10686324478706298,0.6731601731601732,0.08997666532825337,0.8444444444444444,0.16850834320114558,0.7423188405797101,0.10013853038566568,0.45323488552428104,0.21715167996568363
0.8,5,uniform,euclidean,0.5,0.6777777777777778,0.0912870929175277,0.74,0.1206751838614717,0.5777777777777777,0.1448711645600589,0.6372401592215834,0.1070041376679557,0.3724484792570291,0.18257445633132027
0.8,5,uniform,euclidean,0.6,0.6777777777777778,0.0912870929175277,0.74,0.1206751838614717,0.5777777777777777,0.1448711645600589,0.6372401592215834,0.1070041376679557,0.3724484792570291,0.18257445633132027
0.8,5,uniform,euclidean,0.7000000000000001,0.6444444444444445,0.10092167846991641,0.7642857142857142,0.18488827293635404,0.4222222222222222,0.1825741858350554,0.5288461538461539,0.167649959366949,0.3252318898178972,0.21453910029083795
0.8,5,uniform,euclidean,0.8,0.6444444444444445,0.10092167846991641,0.7642857142857142,0.18488827293635404,0.4222222222222222,0.1825741858350554,0.5288461538461539,0.167649959366949,0.3252318898178972,0.21453910029083795
0.8,5,uniform,euclidean,0.9,0.5666666666666667,0.07243558228002941,0.9,0.22360679774997896,0.15555555555555553,0.12668615834434865,0.24909090909090909,0.19043230505856235,0.20866052222591294,0.2037936834974352
0.8,7,distance,cosine,0.1,0.5777777777777777,0.06334307917217433,0.5491515837104073,0.043257399382048964,0.888888888888889,0.1111111111111111,0.6769279416235938,0.052267209057665354,0.21844559079728812,0.1573827361593683
0.8,7,distance,cosine,0.2,0.6222222222222222,0.12668615834434868,0.6104545454545455,0.10756028484544404,0.7777777777777778,0.1360827634879543,0.6747546103109436,0.09027530895872905,0.24812465510962536,0.2582857440457042
0.8,7,distance,cosine,0.30000000000000004,0.6444444444444445,0.13379549531991441,0.6521212121212121,0.14752939350088895,0.7555555555555555,0.14487116456005886,0.6829874686716793,0.08824955094113114,0.2976841997178359,0.27559850012713466
0.8,7,distance,cosine,0.4,0.6555555555555556,0.1204415743815489,0.6713131313131313,0.14456553517280676,0.7333333333333333,0.12668615834434863,0.6842573099415205,0.07224727174086809,0.3176268496612366,0.24465135008275968
0.8,7,distance,cosine,0.5,0.6444444444444445,0.19083960041464076,0.6722222222222223,0.22148314597417404,0.6666666666666667,0.2222222222222222,0.6521830065359477,0.1837372526653264,0.29483473436930907,0.386078552427404
0.8,7,distance,cosine,0.6,0.6222222222222222,0.19002923751652298,0.6897619047619047,0.26303005010119246,0.6,0.16850834320114555,0.6212885154061625,0.16265156990840765,0.252902430898845,0.40672925077384287
0.8,7,distance,cosine,0.7000000000000001,0.6444444444444445,0.18675262571079565,0.7483516483516484,0.2277454300752898,0.5555555555555556,0.13608276348795434,0.6172503966621614,0.1462985292609522,0.3064694377777978,0.4029774304231013
0.8,7,distance,cosine,0.8,0.6555555555555556,0.1817269692644014,0.8833333333333334,0.2608745973749755,0.4666666666666667,0.21372648957412607,0.5611721611721612,0.23510035289534678,0.37372726051965116,0.3828669576430482
0.8,7,distance,cosine,0.9,0.6333333333333333,0.13379549531991441,0.888888888888889,0.24845199749997668,0.37777777777777777,0.16850834320114558,0.49482295482295485,0.19505408710384345,0.3466668532392142,0.2918087314834352
0.8,7,distance,euclidean,0.1,0.5555555555555556,0.0680413817439772,0.5316666666666666,0.03754938757307035,0.9555555555555555,0.060858061945018485,0.6828717948717948,0.04376976401519759,0.1712355959373067,0.24660754979609242
0.8,7,distance,euclidean,0.2,0.6222222222222222,0.060858061945018437,0.5808823529411764,0.05169622577817265,0.9333333333333332,0.09938079899999064,0.7121758241758241,0.035571156796717296,0.3313498374818856,0.0970022334706558
0.8,7,distance,euclidean,0.30000000000000004,0.7,0.07453559924999298,0.6672494172494172,0.05308790641790557,0.8,0.14487116456005883,0.7236363636363636,0.07827337838042643,0.41846909646128283,0.1669480185588276
0.8,7,distance,euclidean,0.4,0.7,0.06334307917217434,0.7422727272727273,0.1526758571463475,0.6666666666666667,0.11111111111111113,0.6890490933215391,0.058068412507503366,0.41601787821497016,0.14675159839510493
0.8,7,distance,euclidean,0.5,0.6888888888888889,0.1009216784699164,0.7718253968253969,0.17036939473577825,0.5777777777777777,0.12171612389003696,0.6488939165409754,0.10182622155270708,0.40004348938874496,0.21310339713461338
0.8,7,distance,euclidean,0.6,0.6888888888888889,0.08425417160057277,0.8342857142857143,0.1765889958898565,0.4888888888888888,0.1266861583443487,0.6068681318681318,0.11483713653073609,0.4209528627832019,0.18865647679364353
0.8,7,distance,euclidean,0.7000000000000001,0.7,0.049690399499995284,0.8833333333333334,0.11180339887498948,0.4666666666666667,0.09296222517045286,0.6051282051282051,0.08426500884694865,0.45582305022883707,0.11003217904547598
0.8,7,distance,euclidean,0.8,0.6666666666666667,0.11111111111111113,0.85,0.22360679774997896,0.37777777777777777,0.16850834320114558,0.5176823176823178,0.20838739396318695,0.39129597650163284,0.25588562940339943
0.8,7,distance,euclidean,0.9,0.6222222222222222,0.07243558228002941,0.9333333333333332,0.14907119849998604,0.26666666666666666,0.12668615834434865,0.4024708624708625,0.15978639274955514,0.3453792586908799,0.15437444386860477
0.8,7,uniform,cosine,0.1,0.5111111111111111,0.024845199749997684,0.5066666666666666,0.014907119849998596,0.9777777777777779,0.04969039949999535,0.6666666666666666,0.0,0.0298142396999972,0.06666666666666668
0.8,7,uniform,cosine,0.2,0.5333333333333333,0.10092167846991637,0.5231259426847663,0.06426892008658903,0.9111111111111111,0.09296222517045284,0.6625827505827505,0.062499885405864264,0.08203152734213412,0.2787747445093928
0.8,7,uniform,cosine,0.30000000000000004,0.6333333333333334,0.12789849370245931,0.6163636363636364,0.1150637624167036,0.7333333333333333,0.09938079899999065,0.6690225563909774,0.10794437044438086,0.2700538993676936,0.25749979953955704
0.8,7,uniform,cosine,0.4,0.6333333333333334,0.12789849370245931,0.6163636363636364,0.1150637624167036,0.7333333333333333,0.09938079899999065,0.6690225563909774,0.10794437044438086,0.2700538993676936,0.25749979953955704
0.8,7,uniform,cosine,0.5,0.6222222222222222,0.11385500851066221,0.6723809523809524,0.16018519610798684,0.5111111111111111,0.16850834320114558,0.5681332857029451,0.142628807800517,0.259105115898751,0.23503217929321968
0.8,7,uniform,cosine,0.6,0.6666666666666667,0.06804138174397717,0.835,0.16355427233796127,0.4444444444444445,0.11111111111111113,0.5670976082740788,0.09717859853333538,0.3860719023752058,0.1575181937804665
0.8,7,uniform,cosine,0.7000000000000001,0.6666666666666667,0.06804138174397717,0.835,0.16355427233796127,0.4444444444444445,0.11111111111111113,0.5670976082740788,0.09717859853333538,0.3860719023752058,0.1575181937804665
0.8,7,uniform,cosine,0.8,0.6333333333333334,0.1009216784699164,0.8933333333333333,0.15347819244295113,0.3333333333333333,0.2222222222222222,0.4365367965367965,0.27412983676883423,0.31630670554049145,0.22548992149488792
0.8,7,uniform,cosine,0.9,0.5555555555555556,0.039283710065919325,1.0,0.0,0.11111111111111112,0.07856742013183861,0.19272727272727272,0.12894998710179742,0.21623205314045454,0.13008562969118875
0.8,7,uniform,euclidean,0.1,0.5333333333333334,0.049690399499995354,0.5184313725490196,0.02679897970709004,0.9555555555555555,0.060858061945018485,0.6717948717948719,0.03343180720616742,0.12682848971453037,0.2104097258047601
0.8,7,uniform,euclidean,0.2,0.611111111111111,0.05555555555555552,0.5691515837104072,0.03759818367657842,0.9333333333333332,0.09938079899999064,0.7051888111888112,0.04364040908269405,0.30788830989727967,0.12618798120354197
0.8,7,uniform,euclidean,0.30000000000000004,0.6444444444444445,0.06334307917217431,0.6306565656565656,0.05134640116861221,0.6888888888888889,0.12171612389003691,0.6561265909872721,0.07919676072931278,0.2931389926237752,0.12889876628208177
0.8,7,uniform,euclidean,0.4,0.6444444444444445,0.06334307917217431,0.6306565656565656,0.05134640116861221,0.6888888888888889,0.12171612389003691,0.6561265909872721,0.07919676072931278,0.2931389926237752,0.12889876628208177
0.8,7,uniform,euclidean,0.5,0.6444444444444445,0.0842541716005728,0.6928571428571428,0.08728354791978471,0.5333333333333334,0.16480441082434813,0.5906410256410257,0.11977409672577484,0.30230237967070417,0.16425685253238195
0.8,7,uniform,euclidean,0.6,0.6777777777777778,0.06085806194501847,0.8642857142857142,0.13458174058154837,0.4444444444444445,0.1571348402636773,0.5673076923076923,0.11932378505760438,0.41467460891788877,0.1153384764302366
0.8,7,uniform,euclidean,0.7000000000000001,0.6777777777777778,0.06085806194501847,0.8642857142857142,0.13458174058154837,0.4444444444444445,0.1571348402636773,0.5673076923076923,0.11932378505760438,0.41467460891788877,0.1153384764302366
0.8,7,uniform,euclidean,0.8,0.6333333333333333,0.0842541716005728,0.85,0.22360679774997896,0.31111111111111106,0.12171612389003691,0.45174825174825173,0.16154829988506625,0.33924218334743783,0.21314112832298118
0.8,7,uniform,euclidean,0.9,0.5,0.039283710065919325,0.8,0.4472135954999579,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.0,0.17149858514250885
0.8,9,distance,cosine,0.1,0.5777777777777777,0.06334307917217433,0.5491273432449904,0.044939611754150295,0.9111111111111111,0.09296222517045283,0.6832471875950137,0.0441991197717924,0.22488733915054313,0.13662502713868185
0.8,9,distance,cosine,0.2,0.6333333333333334,0.11520245196293179,0.6108513708513709,0.09798114746375404,0.8,0.14487116456005883,0.6856099669463515,0.09328059362260556,0.2790777661643366,0.23400191093229397
0.8,9,distance,cosine,0.30000000000000004,0.6444444444444445,0.10829771494232178,0.6543589743589744,0.13551470051821593,0.7555555555555555,0.12171612389003686,0.6833429027113238,0.05021972938495312,0.2979732892760312,0.22003774221537012
0.8,9,distance,cosine,0.4,0.6555555555555556,0.17302679447108263,0.6861111111111111,0.19924626489365888,0.6888888888888889,0.18257418583505536,0.6704836601307189,0.14745556939041743,0.3173338716970826,0.349894964922299
0.8,9,distance,cosine,0.5,0.6444444444444445,0.19083960041464076,0.6722222222222223,0.22148314597417404,0.6666666666666667,0.2222222222222222,0.6521830065359477,0.1837372526653264,0.29483473436930907,0.386078552427404
0.8,9,distance,cosine,0.6,0.6333333333333333,0.17391639824998364,0.7004761904761905,0.2476442294887829,0.6,0.16850834320114555,0.6257002801120448,0.15360058019319597,0.2748316751569132,0.37644312191623625
0.8,9,distance,cosine,0.7000000000000001,0.6555555555555556,0.1638653467083625,0.8071428571428572,0.2363627443967757,0.5555555555555556,0.1924500897298752,0.6111087122596074,0.16442917321294243,0.34469645988500786,0.3576454366523487
0.8,9,distance,cosine,0.8,0.6444444444444445,0.17829785039868012,0.8833333333333334,0.2608745973749755,0.4444444444444445,0.2222222222222222,0.5380952380952382,0.2341094962529877,0.356265482854673,0.3756224827584001
0.8,9,distance,cosine,0.9,0.6333333333333334,0.1501028454011811,0.888888888888889,0.24845199749997668,0.37777777777777777,0.21659542988464364,0.4846930846930847,0.23120529960502134,0.34532143390597836,0.31050323289943016
0.8,9,distance,euclidean,0.1,0.5444444444444445,0.024845199749997656,0.5243137254901961,0.013697450350253342,0.9555555555555555,0.060858061945018485,0.6767179487179487,0.02333643259214114,0.17533561472179698,0.10604235180832726
0.8,9,distance,euclidean,0.2,0.6,0.04648111258522642,0.5616515837104072,0.0334135542908543,0.9333333333333332,0.09938079899999064,0.6991888111888112,0.03758081256089407,0.28915626891594287,0.10560888219152453
0.8,9,distance,euclidean,0.30000000000000004,0.6888888888888889,0.08425417160057276,0.6361238761238761,0.06482279543793541,0.888888888888889,0.15713484026367722,0.7375265238194301,0.08307719229199466,0.432616784846089,0.1920483472096591
0.8,9,distance,euclidean,0.4,0.711111111111111,0.11385500851066215,0.7316666666666667,0.16334183651335488,0.711111111111111,0.09938079899999067,0.7145252837977296,0.10555150880186792,0.4302920568725752,0.23246662173365565
0.8,9,distance,euclidean,0.5,0.6666666666666667,0.08784104611578827,0.7516666666666667,0.17262050720054337,0.5555555555555556,0.1360827634879544,0.6216763628528335,0.09003102882698948,0.359380030401824,0.19325724258015037
0.8,9,distance,euclidean,0.6,0.6888888888888889,0.08425417160057277,0.8476190476190476,0.15576597365520123,0.4666666666666666,0.1648044108243481,0.5878205128205128,0.15327082595229902,0.4259601555653575,0.17888471466486294
0.8,9,distance,euclidean,0.7000000000000001,0.6777777777777778,0.09938079899999067,0.8333333333333334,0.2041241452319315,0.4222222222222222,0.18257418583505536,0.5491841491841492,0.2069583540577133,0.40237080184635216,0.2271352598016399
0.8,9,distance,euclidean,0.8,0.6444444444444445,0.09296222517045283,0.85,0.22360679774997896,0.3333333333333333,0.13608276348795434,0.47482517482517483,0.17760723463890216,0.35670396101241597,0.22730407159101165
0.8,9,distance,euclidean,0.9,0.5888888888888889,0.08425417160057277,0.9333333333333332,0.14907119849998604,0.2,0.16480441082434807,0.30247086247086247,0.22616234639221158,0.2559365395908883,0.20263419988953063
0.8,9,uniform,cosine,0.1,0.5111111111111111,0.024845199749997684,0.5058823529411764,0.013153341044116418,1.0,0.0,0.6717948717948717,0.011467015269229703,0.048507125007266595,0.10846522890932808
0.8,9,uniform,cosine,0.2,0.5111111111111111,0.024845199749997684,0.5066666666666666,0.014907119849998596,0.9777777777777779,0.04969039949999535,0.6666666666666666,0.0,0.0298142396999972,0.06666666666666668
0.8,9,uniform,cosine,0.30000000000000004,0.5666666666666667,0.09128709291752768,0.5442857142857143,0.05777428909753562,0.8444444444444444,0.09938079899999061,0.6608695652173913,0.06693589305162016,0.1602211798615824,0.23497458204301666
0.8,9,uniform,cosine,0.4,0.6222222222222222,0.12044157438154889,0.6393217893217893,0.12531399981613744,0.6222222222222222,0.14907119849998596,0.6205555555555555,0.11068668939794225,0.25097624585317263,0.2422177926872437
0.8,9,uniform,cosine,0.5,0.6333333333333334,0.12789849370245931,0.6938095238095239,0.17920206105066777,0.5111111111111111,0.16850834320114558,0.5769568151147098,0.154177924932681,0.28362297325839736,0.2641510820124836
0.8,9,uniform,cosine,0.6,0.6555555555555556,0.0464811125852264,0.8516666666666666,0.1568350159314629,0.4222222222222222,0.14487116456005888,0.5379933791698497,0.11406450230102937,0.3735765016803735,0.09732259198797313
0.8,9,uniform,cosine,0.7000000000000001,0.6555555555555556,0.09938079899999065,0.9199999999999999,0.17888543819998315,0.3555555555555555,0.16480441082434807,0.4916483516483517,0.1962047829945622,0.3936960223792781,0.20588529873434702
0.8,9,uniform,cosine,0.8,0.6222222222222222,0.10686324478706301,0.95,0.1118033988749895,0.26666666666666666,0.21659542988464364,0.3751648351648352,0.27815398855249823,0.3154368270789515,0.23311237958736714
0.8,9,uniform,cosine,0.9,0.5222222222222223,0.030429030972509256,1.0,0.0,0.04444444444444444,0.06085806194501846,0.08,0.10954451150103323,0.09701425001453319,0.1328422328310143
0.8,9,uniform,euclidean,0.1,0.48888888888888893,0.024845199749997677,0.49411764705882355,0.013153341044116421,0.9555555555555555,0.060858061945018485,0.6510769230769231,0.02305297903111595,-0.048507125007266595,0.10846522890932808
0.8,9,uniform,euclidean,0.2,0.5666666666666667,0.024845199749997673,0.5375980392156863,0.01405803386083185,0.9555555555555555,0.060858061945018485,0.6875897435897436,0.02219511825068152,0.22735340753318237,0.08462216565892682
0.8,9,uniform,euclidean,0.30000000000000004,0.611111111111111,0.06804138174397718,0.5722435897435897,0.044912756029605726,0.888888888888889,0.11111111111111113,0.6945270092226614,0.056880639403285915,0.2817146900512746,0.17478648479192083
0.8,9,uniform,euclidean,0.4,0.6222222222222222,0.08240220541217402,0.5972727272727273,0.06326007071835353,0.7333333333333333,0.12668615834434865,0.6572932330827067,0.08756656951188505,0.254519061663088,0.17375351141171255
0.8,9,uniform,euclidean,0.5,0.6555555555555556,0.07243558228002937,0.7155555555555556,0.08454215837799434,0.5333333333333334,0.16480441082434813,0.597443079796021,0.11383869052271094,0.32842691934711266,0.14072213617584983
0.8,9,uniform,euclidean,0.6,0.6555555555555556,0.08240220541217397,0.8380952380952381,0.16700645635000175,0.4,0.1685083432011456,0.5233333333333333,0.14888474289418194,0.3698007064387215,0.17225728579672261
