pca_n_components,n_estimators,max_depth,learning_rate,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc,preparationTime
30,5,5,('gini', {None}),0.9445251058681186,0.012663201291766199,0.8804545454545455,0.10821237154490192,0.7777777777777778,0.12171612389003689,0.8109840778416629,0.054212868119922014,0.7905357911971642,0.04907663468549601,0.4584263399305605
30,10,5,('gini', {None}),0.9445251058681186,0.012663201291766199,0.8804545454545455,0.10821237154490192,0.7777777777777778,0.12171612389003689,0.8109840778416629,0.054212868119922014,0.7905357911971642,0.04907663468549601,0.45842636666647096
30,5,2,('gini', {'sqrt'}),0.9165154264972777,0.03583696369864718,0.7543434343434343,0.13648315002142739,0.6888888888888889,0.19116278371205836,0.7096031746031746,0.1555621151840128,0.6692757355555651,0.1683570329273161,0.45842639409723535
30,10,2,('gini', {'sqrt'}),0.902843315184513,0.0256537568055537,0.701010101010101,0.04499203525519212,0.6444444444444444,0.22662308949301263,0.6488888888888888,0.16712529490633926,0.6080137266288658,0.1537653042462472,0.45842642048592097
30,5,5,('gini', {'sqrt'}),0.8713248638838476,0.03801810869752362,0.5836940836940837,0.12416354529150875,0.6444444444444445,0.1632993161855452,0.6056280193236716,0.13159910643711906,0.535421711453704,0.14977777514096235,0.45842644826391027
30,10,5,('gini', {'sqrt'}),0.8713248638838476,0.03801810869752362,0.5836940836940837,0.12416354529150875,0.6444444444444445,0.1632993161855452,0.6056280193236716,0.13159910643711906,0.535421711453704,0.14977777514096235,0.4584264746525959
30,5,2,('gini', {'log2'}),0.8784633998790078,0.02449112155478451,0.7809523809523811,0.21049558195524137,0.4444444444444445,0.15713484026367724,0.5203463203463203,0.09940321539894259,0.5064575957527262,0.07708585470287223,0.45842650451393435
30,10,2,('gini', {'log2'}),0.8715668481548698,0.017399956368285372,0.8476190476190476,0.1890422213455163,0.28888888888888886,0.16629588385661961,0.3793939393939394,0.19848276658635194,0.3778987217705899,0.1934104759108656,0.45842654652773895
30,5,5,('gini', {'log2'}),0.8507562008469449,0.013260373745884447,1.0,0.0,0.04444444444444444,0.08888888888888888,0.07272727272727272,0.14545454545454545,0.08807710121010884,0.17615420242021768,0.4584266069444614
30,10,5,('gini', {'log2'}),0.8507562008469449,0.013260373745884447,1.0,0.0,0.04444444444444444,0.08888888888888888,0.07272727272727272,0.14545454545454545,0.08807710121010884,0.17615420242021768,0.45842663402759676
10,5,2,('entropy', {None}),0.955111917725348,0.03192599375451842,0.8841269841269842,0.14818971450138166,0.8666666666666668,0.12957670877434002,0.8603125888036374,0.09223777819763457,0.8444940524579426,0.10341572432048288,0.45842666111113634
10,10,2,('entropy', {None}),0.9620084694494857,0.025290395415347663,0.9134615384615385,0.12071042174211706,0.8666666666666668,0.12957670877434002,0.8765775401069519,0.07936549544226573,0.8636674239403248,0.08665187639527051,0.4584266927081949
10,5,5,('entropy', {None}),0.9444646098003628,0.012975807199716222,0.8954545454545455,0.10097663587055936,0.7555555555555555,0.10886621079036345,0.807268907563025,0.052564284691598975,0.7869653005099915,0.048112288274056295,0.458426725694153
10,10,5,('entropy', {None}),0.9444646098003628,0.012975807199716222,0.8954545454545455,0.10097663587055936,0.7555555555555555,0.10886621079036345,0.807268907563025,0.052564284691598975,0.7869653005099915,0.048112288274056295,0.45842675277769257
10,5,2,('entropy', {'sqrt'}),0.8993345432546883,0.02957595770146116,0.6716450216450217,0.09004329004329004,0.6888888888888888,0.17777777777777776,0.6726750700280112,0.11695152877855552,0.6187883674778802,0.13555978754933504,0.4584267798608279
10,10,2,('entropy', {'sqrt'}),0.8784029038112522,0.03311351615614804,0.6383116883116884,0.11350827660639919,0.5555555555555556,0.18592445034090566,0.5766884972612527,0.125901735141832,0.5192347952155297,0.13753827224498671,0.4584268079860421
10,5,5,('entropy', {'sqrt'}),0.8333938294010889,0.05609241596258736,0.47051948051948056,0.17912269101982917,0.44444444444444436,0.18592445034090566,0.45328173374613,0.17692912428098054,0.3581786400039272,0.20933546057546026,0.45842683576362714
10,10,5,('entropy', {'sqrt'}),0.8333938294010889,0.05609241596258736,0.47051948051948056,0.17912269101982917,0.44444444444444436,0.18592445034090566,0.45328173374613,0.17692912428098054,0.3581786400039272,0.20933546057546026,0.45842686354161644
10,5,2,('entropy', {'log2'}),0.8646098003629763,0.02013946714857507,0.7333333333333333,0.2260776661041756,0.3333333333333333,0.21081851067789195,0.3973160173160173,0.1701368977322103,0.3997194619437378,0.1355238736501476,0.45842688958307715
10,10,2,('entropy', {'log2'}),0.8646098003629763,0.02013946714857507,0.8333333333333333,0.21081851067789195,0.2,0.1632993161855452,0.2830303030303031,0.20345590849960002,0.3024330012855951,0.1983768413453998,0.4584269156249421
10,5,5,('entropy', {'log2'}),0.8507562008469449,0.013260373745884447,0.9,0.2,0.08888888888888888,0.10886621079036347,0.13426573426573427,0.16539015943042779,0.13991815396742477,0.18068830270153313,0.45842694548587637
10,10,5,('entropy', {'log2'}),0.8507562008469449,0.013260373745884447,0.9,0.2,0.08888888888888888,0.10886621079036347,0.13426573426573427,0.16539015943042779,0.13991815396742477,0.18068830270153313,0.4584269760416646
20,5,2,('entropy', {None}),0.955111917725348,0.03192599375451842,0.8841269841269842,0.14818971450138166,0.8666666666666668,0.12957670877434002,0.8603125888036374,0.09223777819763457,0.8444940524579426,0.10341572432048288,0.4584270128470962
20,10,2,('entropy', {None}),0.9620084694494857,0.025290395415347663,0.9134615384615385,0.12071042174211706,0.8666666666666668,0.12957670877434002,0.8765775401069519,0.07936549544226573,0.8636674239403248,0.08665187639527051,0.45842704895807806
20,5,5,('entropy', {None}),0.9444646098003628,0.012975807199716222,0.8954545454545455,0.10097663587055936,0.7555555555555555,0.10886621079036345,0.807268907563025,0.052564284691598975,0.7869653005099915,0.048112288274056295,0.4584270770832922
20,10,5,('entropy', {None}),0.9444646098003628,0.012975807199716222,0.8954545454545455,0.10097663587055936,0.7555555555555555,0.10886621079036345,0.807268907563025,0.052564284691598975,0.7869653005099915,0.048112288274056295,0.45842710416642757
20,5,2,('entropy', {'sqrt'}),0.916636418632789,0.033502807528669916,0.7365656565656566,0.1448604590517157,0.7555555555555555,0.10886621079036345,0.7408479532163743,0.10569872521603266,0.6948587719489423,0.12851310404012106,0.45842713298609145
20,10,2,('entropy', {'sqrt'}),0.8888687235329703,0.03592142192670493,0.6621212121212121,0.11223490459208767,0.6222222222222221,0.19372884193514103,0.6242375168690958,0.13801733319239598,0.570866642774194,0.14734280655401327,0.45842716111090137
20,5,5,('entropy', {'sqrt'}),0.8713248638838476,0.043829223650138055,0.5860750360750361,0.15158240794082872,0.5555555555555556,0.18592445034090566,0.5667320261437909,0.1664525280754112,0.49426871874928546,0.18919683685462127,0.4584271885416658
20,10,5,('entropy', {'sqrt'}),0.8713248638838476,0.043829223650138055,0.5860750360750361,0.15158240794082872,0.5555555555555556,0.18592445034090566,0.5667320261437909,0.1664525280754112,0.49426871874928546,0.18919683685462127,0.4584272152775763
20,5,2,('entropy', {'log2'}),0.8646098003629763,0.02013946714857507,0.7333333333333333,0.2260776661041756,0.3333333333333333,0.21081851067789195,0.3973160173160173,0.1701368977322103,0.3997194619437378,0.1355238736501476,0.4584272447916899
20,10,2,('entropy', {'log2'}),0.8646098003629763,0.02013946714857507,0.8333333333333333,0.21081851067789195,0.2,0.1632993161855452,0.2830303030303031,0.20345590849960002,0.3024330012855951,0.1983768413453998,0.4584272715276004
20,5,5,('entropy', {'log2'}),0.8507562008469449,0.013260373745884447,0.9,0.2,0.08888888888888888,0.10886621079036347,0.13426573426573427,0.16539015943042779,0.13991815396742477,0.18068830270153313,0.4584272968750156
20,10,5,('entropy', {'log2'}),0.8507562008469449,0.013260373745884447,0.9,0.2,0.08888888888888888,0.10886621079036347,0.13426573426573427,0.16539015943042779,0.13991815396742477,0.18068830270153313,0.458427321180352
30,5,2,('entropy', {None}),0.955111917725348,0.03192599375451842,0.8841269841269842,0.14818971450138166,0.8666666666666668,0.12957670877434002,0.8603125888036374,0.09223777819763457,0.8444940524579426,0.10341572432048288,0.45842734548609265
30,10,2,('entropy', {None}),0.9620084694494857,0.025290395415347663,0.9134615384615385,0.12071042174211706,0.8666666666666668,0.12957670877434002,0.8765775401069519,0.07936549544226573,0.8636674239403248,0.08665187639527051,0.4584273718747782
30,5,5,('entropy', {None}),0.9444646098003628,0.012975807199716222,0.8954545454545455,0.10097663587055936,0.7555555555555555,0.10886621079036345,0.807268907563025,0.052564284691598975,0.7869653005099915,0.048112288274056295,0.45842739930554266
30,10,5,('entropy', {None}),0.9444646098003628,0.012975807199716222,0.8954545454545455,0.10097663587055936,0.7555555555555555,0.10886621079036345,0.807268907563025,0.052564284691598975,0.7869653005099915,0.048112288274056295,0.4584274256942283
30,5,2,('entropy', {'sqrt'}),0.916636418632789,0.033502807528669916,0.7365656565656566,0.1448604590517157,0.7555555555555555,0.10886621079036345,0.7408479532163743,0.10569872521603266,0.6948587719489423,0.12851310404012106,0.4584274510416435
30,10,2,('entropy', {'sqrt'}),0.8888687235329703,0.03592142192670493,0.6621212121212121,0.11223490459208767,0.6222222222222221,0.19372884193514103,0.6242375168690958,0.13801733319239598,0.570866642774194,0.14734280655401327,0.4584274795136783
30,5,5,('entropy', {'sqrt'}),0.8713248638838476,0.043829223650138055,0.5860750360750361,0.15158240794082872,0.5555555555555556,0.18592445034090566,0.5667320261437909,0.1664525280754112,0.49426871874928546,0.18919683685462127,0.45842750590276815
30,10,5,('entropy', {'sqrt'}),0.8713248638838476,0.043829223650138055,0.5860750360750361,0.15158240794082872,0.5555555555555556,0.18592445034090566,0.5667320261437909,0.1664525280754112,0.49426871874928546,0.18919683685462127,0.45842753263867864
30,5,2,('entropy', {'log2'}),0.8577132486388385,0.019826288336878176,0.7,0.2449489742783178,0.3555555555555555,0.22662308949301266,0.39591250854408744,0.16903443532340626,0.39068559230436517,0.13132032702293875,0.4584278944441596
30,10,2,('entropy', {'log2'}),0.8577132486388385,0.019826288336878176,0.8,0.2449489742783178,0.22222222222222224,0.19876159799998133,0.2816267942583732,0.20174137169541428,0.29339913164622244,0.19098149841260825,0.45842792812497163
30,5,5,('entropy', {'log2'}),0.8507562008469449,0.013260373745884447,0.9,0.2,0.08888888888888888,0.10886621079036347,0.13426573426573427,0.16539015943042779,0.13991815396742477,0.18068830270153313,0.45842795798590585
30,10,5,('entropy', {'log2'}),0.8507562008469449,0.013260373745884447,0.9,0.2,0.08888888888888888,0.10886621079036347,0.13426573426573427,0.16539015943042779,0.13991815396742477,0.18068830270153313,0.45842798402777085
