max_depth,min_samples_split,min_samples_leaf,criterion,max_features,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc
30,10,5,gini,,0.9515426497277677,0.02536683152037191,0.8734615384615385,0.11852395957814961,0.8444444444444444,0.16629588385661961,0.8396204414780266,0.09182059330773994,0.8243065870888483,0.09398751683995833
30,5,2,gini,sqrt,0.8820326678765881,0.02495710266561165,0.703030303030303,0.1874383890205105,0.5333333333333333,0.1777777777777778,0.5733333333333333,0.1103529690483123,0.5334411869599524,0.11542163069663357
30,10,2,gini,sqrt,0.8645493042952207,0.03533995740782238,0.6007142857142858,0.12042441951832913,0.6222222222222222,0.16629588385661961,0.5834101287055924,0.09258512476040213,0.5226463992893977,0.09202474780851308
30,5,5,gini,sqrt,0.8611010284331518,0.029164752084441734,0.5882167832167833,0.1266960152788738,0.5777777777777778,0.0831479419283098,0.567339471673837,0.04380324374029346,0.49569723211550576,0.060538050614212205
30,10,5,gini,sqrt,0.8611010284331518,0.029164752084441734,0.5882167832167833,0.1266960152788738,0.5777777777777778,0.0831479419283098,0.567339471673837,0.04380324374029346,0.49569723211550576,0.060538050614212205
30,5,2,gini,log2,0.8539624924379915,0.07270394166728385,0.6350140056022409,0.23449510861998893,0.6,0.15071844406945037,0.5794468864468865,0.1131450830526746,0.5198903422385053,0.15736176637668953
30,10,2,gini,log2,0.8503932244404113,0.06671638445929165,0.6416806722689075,0.23100984178842895,0.5555555555555556,0.18592445034090566,0.5419230769230768,0.09903512151035446,0.4913440006237854,0.13162340146270196
30,5,5,gini,log2,0.8016938898971567,0.07655384773367734,0.4561866125760649,0.07380524607183503,0.6666666666666666,0.2721655269759087,0.4989010989010989,0.10656162765049425,0.43296385744031207,0.09928317366618104
30,10,5,gini,log2,0.8016938898971567,0.07655384773367734,0.4561866125760649,0.07380524607183503,0.6666666666666666,0.2721655269759087,0.4989010989010989,0.10656162765049425,0.43296385744031207,0.09928317366618104
10,5,2,entropy,,0.9516636418632789,0.045444749179578296,0.8830769230769231,0.15464408459235768,0.8222222222222222,0.19372884193514103,0.8362108479755539,0.1617650260702165,0.8193325802655119,0.17394499876397568
10,10,2,entropy,,0.9516636418632789,0.045444749179578296,0.8830769230769231,0.15464408459235768,0.8222222222222222,0.19372884193514103,0.8362108479755539,0.1617650260702165,0.8193325802655119,0.17394499876397568
10,5,5,entropy,,0.9411373260738053,0.027881796918735033,0.835,0.13379088160259653,0.8444444444444444,0.16629588385661961,0.8154577620521891,0.08086552375930552,0.7977080487344836,0.07984008105597207
10,10,5,entropy,,0.9411373260738053,0.027881796918735033,0.835,0.13379088160259653,0.8444444444444444,0.16629588385661961,0.8154577620521891,0.08086552375930552,0.7977080487344836,0.07984008105597207
10,5,2,entropy,sqrt,0.8716878402903812,0.04423143837380655,0.6124542124542125,0.16446580513891046,0.6888888888888889,0.08314794192830981,0.6354264235338405,0.09398153206308371,0.569608383914997,0.11906700594244281
10,10,2,entropy,sqrt,0.8577132486388385,0.03655014011189676,0.5520202020202021,0.11662839898870385,0.6222222222222222,0.08888888888888888,0.5808590102707749,0.09069480304587378,0.5001494234715071,0.11239414650726523
10,5,5,entropy,sqrt,0.8402903811252269,0.04131000022022035,0.5269230769230769,0.15984048590265335,0.6,0.08888888888888889,0.5464828078100389,0.08014336575400846,0.4627601761374116,0.10954028803984138
10,10,5,entropy,sqrt,0.8402903811252269,0.04131000022022035,0.5269230769230769,0.15984048590265335,0.6,0.08888888888888889,0.5464828078100389,0.08014336575400846,0.4627601761374116,0.10954028803984138
10,5,2,entropy,log2,0.7845130066545675,0.0880199283415676,0.5412280701754386,0.2665800875148084,0.5555555555555556,0.2810913475705226,0.42640692640692646,0.09272561548391542,0.38187536366261415,0.10174704748337002
10,10,2,entropy,log2,0.7776164549304296,0.08842662855746929,0.5276057791537667,0.274009744181765,0.5111111111111111,0.23934065809486685,0.40442890442890445,0.06446391055456822,0.3497089611472438,0.07800178862676582
10,5,5,entropy,log2,0.7879007864488807,0.07685843870385345,0.43575317604355723,0.08080078201532027,0.6222222222222222,0.2948110924760355,0.4506493506493506,0.1382384308594444,0.38714776129514455,0.10648485125460268
10,10,5,entropy,log2,0.7879007864488807,0.07685843870385345,0.43575317604355723,0.08080078201532027,0.6222222222222222,0.2948110924760355,0.4506493506493506,0.1382384308594444,0.38714776129514455,0.10648485125460268
20,5,2,entropy,,0.9516636418632789,0.045444749179578296,0.8830769230769231,0.15464408459235768,0.8222222222222222,0.19372884193514103,0.8362108479755539,0.1617650260702165,0.8193325802655119,0.17394499876397568
20,10,2,entropy,,0.9516636418632789,0.045444749179578296,0.8830769230769231,0.15464408459235768,0.8222222222222222,0.19372884193514103,0.8362108479755539,0.1617650260702165,0.8193325802655119,0.17394499876397568
20,5,5,entropy,,0.9411373260738053,0.027881796918735033,0.835,0.13379088160259653,0.8444444444444444,0.16629588385661961,0.8154577620521891,0.08086552375930552,0.7977080487344836,0.07984008105597207
20,10,5,entropy,,0.9411373260738053,0.027881796918735033,0.835,0.13379088160259653,0.8444444444444444,0.16629588385661961,0.8154577620521891,0.08086552375930552,0.7977080487344836,0.07984008105597207
20,5,2,entropy,sqrt,0.8680580762250454,0.03724091939587878,0.625,0.16666666666666669,0.48888888888888893,0.13333333333333336,0.5348257521632134,0.1210698135632446,0.47262829107721915,0.1407857979619998
20,10,2,entropy,sqrt,0.8888687235329703,0.017715744339042657,0.6882251082251083,0.10739156057901683,0.5777777777777777,0.12957670877434002,0.6139348370927319,0.07111554326298761,0.5620171551009918,0.07823595766746975
20,5,5,entropy,sqrt,0.8578342407743497,0.06074148646722906,0.6024999999999999,0.1682342942974998,0.5555555555555556,0.12171612389003691,0.5586967418546366,0.11894879422736032,0.4890399959443227,0.1421947645925232
20,10,5,entropy,sqrt,0.8578342407743497,0.06074148646722906,0.6024999999999999,0.1682342942974998,0.5555555555555556,0.12171612389003691,0.5586967418546366,0.11894879422736032,0.4890399959443227,0.1421947645925232
20,5,2,entropy,log2,0.7702964307320024,0.08317177519464644,0.42609748352782406,0.2094360873952445,0.6,0.08888888888888886,0.47013101840688043,0.11204927544883123,0.36343601837807304,0.15695299381063002
20,10,2,entropy,log2,0.7702964307320024,0.08317177519464644,0.42609748352782406,0.2094360873952445,0.6,0.08888888888888886,0.47013101840688043,0.11204927544883123,0.36343601837807304,0.15695299381063002
20,5,5,entropy,log2,0.7879007864488807,0.07685843870385345,0.43575317604355723,0.08080078201532027,0.6222222222222222,0.2948110924760355,0.4506493506493506,0.1382384308594444,0.38714776129514455,0.10648485125460268
20,10,5,entropy,log2,0.7879007864488807,0.07685843870385345,0.43575317604355723,0.08080078201532027,0.6222222222222222,0.2948110924760355,0.4506493506493506,0.1382384308594444,0.38714776129514455,0.10648485125460268
30,5,2,entropy,,0.9516636418632789,0.045444749179578296,0.8830769230769231,0.15464408459235768,0.8222222222222222,0.19372884193514103,0.8362108479755539,0.1617650260702165,0.8193325802655119,0.17394499876397568
30,10,2,entropy,,0.9516636418632789,0.045444749179578296,0.8830769230769231,0.15464408459235768,0.8222222222222222,0.19372884193514103,0.8362108479755539,0.1617650260702165,0.8193325802655119,0.17394499876397568
30,5,5,entropy,,0.9411373260738053,0.027881796918735033,0.835,0.13379088160259653,0.8444444444444444,0.16629588385661961,0.8154577620521891,0.08086552375930552,0.7977080487344836,0.07984008105597207
30,10,5,entropy,,0.9411373260738053,0.027881796918735033,0.835,0.13379088160259653,0.8444444444444444,0.16629588385661961,0.8154577620521891,0.08086552375930552,0.7977080487344836,0.07984008105597207
30,5,2,entropy,sqrt,0.8680580762250454,0.03724091939587878,0.6583333333333333,0.21473497877875208,0.4666666666666666,0.12957670877434002,0.5245693419068032,0.11123959073178284,0.4723924988763934,0.14051231408587836
30,10,2,entropy,sqrt,0.8819721718088325,0.01266146712135773,0.6548917748917749,0.07939464751580808,0.5555555555555556,0.1405456737852613,0.5872681704260652,0.07134073656818463,0.5307447417769983,0.07342325741872738
30,5,5,entropy,sqrt,0.8578342407743497,0.06074148646722906,0.6024999999999999,0.1682342942974998,0.5555555555555556,0.12171612389003691,0.5586967418546366,0.11894879422736032,0.4890399959443227,0.1421947645925232
30,10,5,entropy,sqrt,0.8578342407743497,0.06074148646722906,0.6024999999999999,0.1682342942974998,0.5555555555555556,0.12171612389003691,0.5586967418546366,0.11894879422736032,0.4890399959443227,0.1421947645925232
30,5,2,entropy,log2,0.8401693889897157,0.0872171202486804,0.6436188510491916,0.3032012897442271,0.6,0.08888888888888886,0.5737484737484737,0.12731266787973064,0.5122703842332379,0.18289681839595642
30,10,2,entropy,log2,0.8331518451300666,0.08090421214278512,0.6436188510491916,0.3032012897442271,0.5555555555555556,0.1405456737852613,0.5308913308913309,0.10728189497421488,0.4779136202157147,0.1554539193758037
30,5,5,entropy,log2,0.7879007864488807,0.07685843870385345,0.43575317604355723,0.08080078201532027,0.6222222222222222,0.2948110924760355,0.4506493506493506,0.1382384308594444,0.38714776129514455,0.10648485125460268
30,10,5,entropy,log2,0.7879007864488807,0.07685843870385345,0.43575317604355723,0.08080078201532027,0.6222222222222222,0.2948110924760355,0.4506493506493506,0.1382384308594444,0.38714776129514455,0.10648485125460268
